GenomeID	num_contigs	total_length	gc	rep_type(s)	rep_type_accession(s)	relaxase_type(s)	relaxase_type_accession(s)	mpf_type	mpf_type_accession(s)	orit_type(s)	orit_accession(s)	PredictedMobility	mash_nearest_neighbor	mash_neighbor_distance	mash_neighbor_cluster	GenomeID	clust_90	clust_91	clust_92	clust_93	clust_94	clust_95	clust_96	clust_97	clust_98	clust_99	clust_100
CP028171	1	4277	57.8209025	-	-	-	-	-	-	-	-	Non-mobilizable	CP028171	0	5860	CP028171	1364	1467	1574	1732	1922	2182	2502	2965	3549	4412	9750
CP028173	1	50905	52.00078578	IncN	000155__CP018649	MOBF	NC_015599_00019	MPF_T	NC_008612_00190,NC_007682_00044,NC_014368_00014,NC_011617_00041,NC_009131_00030,NC_022375_00024	MOBF	NZ_CP013027	Conjugative	CP028173	0	140	CP028173	1364	1467	1574	1732	1922	2182	2502	2965	3549	4412	9750
CP028174	1	33310	41.84929451	IncX4	000224__NC_022105_00002	MOBP	NC_013718_00057	MPF_T	NC_013718_00041,NC_013718_00044,NC_013718_00045,NC_021079_00038	-	-	Conjugative	CP028174	0	1146	CP028174	1364	1467	1574	1732	1922	2182	2502	2965	3549	4412	7939
CP028175	1	5572	47.07465901	rep_cluster_2350	CP041342_00001	MOBP	NC_022662_00003	-	-	MOBP	NC_019136	Mobilizable	CP028175	0	1539	CP028175	1364	1467	1574	1732	1922	2182	2502	2886	3284	3725	5604
CP028177	1	116768	52.52723349	IncFIB,rep_cluster_2183,IncFII	000097__NC_025166_00051,CP033468_00001,000130__CP023489	MOBF	NC_021231_00058	MPF_F	NC_021502_00150,NC_023905_00125,NC_019165_00034,NC_021654_00016,NC_019389_00080,NC_022609_00081,NC_014312_00128,NC_021502_00131,NC_019389_00068,NC_023332_00154,NC_014312_00118,NC_014312_00116	-	-	Conjugative	CP028177	0	2297	CP028177	1364	1467	1574	1732	1922	2182	2502	2965	3549	4412	11163
CP028179	1	38695	52.68122496	IncR	000204__CP008701_00115	-	-	-	-	-	-	Non-mobilizable	CP028179	0	882	CP028179	1364	1467	1574	1732	1922	2182	2502	2965	3549	4412	10725
CP028181	1	227967	53.42352183	rep_cluster_2183,IncFII,IncFIB	CP033468_00001,000130__CP023489,000107__CP014778_00094	MOBF	NC_021231_00058	MPF_F	NC_021502_00150,NC_023905_00125,NC_019165_00034,NC_021654_00016,NC_019389_00080,NC_022609_00081,NC_014312_00128,NC_021502_00131,NC_021654_00004,NC_023332_00154,NC_014312_00118	-	-	Conjugative	CP028181	0	2726	CP028181	1364	1467	1574	1732	1922	2182	2502	2965	3549	4412	10140
CP028182	1	43380	46.83494698	IncX3	000221__NC_025130_00012	MOBP	NC_020552_00059	MPF_T	NC_017624_00009,NC_023277_00163,NC_019157_00029,NC_019157_00030,NC_019083_00030	-	-	Conjugative	CP028182	0	1087	CP028182	1364	1467	1574	1732	1922	2182	2502	2965	3549	4412	9851
CP028184	1	62214	36.52875559	rep_cluster_2446	CP001603	MOBP	NC_013767_00059	MPF_T	NC_013767_00049	-	-	Conjugative	CP028184	0	5841	CP028184	1364	1467	1574	1732	1922	2182	2502	2883	3276	3716	5557
CP028186	1	66602	31.82787304	-	-	MOBP,MOBV	NC_022355_00016,CP028186_00073	MPF_T	NC_007141_00026,NC_006135_00040,NC_022355_00043,NC_022355_00047	-	-	Conjugative	CP028186	0	2644	CP028186	1364	1467	1574	1732	1922	2182	2502	2965	3549	4412	7639
CP028188	1	30303	29.10602911	-	-	MOBP	NC_022656_00032	MPF_T	NC_022656_00015,NC_022656_00008,NC_022656_00023	-	-	Conjugative	CP028188	0	2576	CP028188	1179	1238	1305	1398	1504	1629	1781	1976	2200	2497	3714
CP028191	1	4397	31.58972026	rep_cluster_1118	000391__NC_005564_00006	MOBP	NC_012000_00003	-	-	-	-	Mobilizable	CP028191	0	590	CP028191	1364	1467	1574	1732	1922	2182	2502	2965	3549	4371	7023
CP028193	1	52918	49.26112098	IncFIA	000136__AP014877_00014	MOBF	NC_017627_00068	MPF_F	08-5333_00200,NC_008460_00107,NC_014615_00033,NC_010488_00021,NC_018966_00040,NC_017639_00100,NC_007675_00027,NC_013437_00116,NC_017639_00094,NC_019094_00090,NC_010409_00124,NC_022651_00077	MOBF	FN868248	Conjugative	CP028193	0	99	CP028193	1364	1467	1574	1732	1922	2182	2502	2965	3619	4812	12053
CP028194	1	48684	44.41089475	-	-	-	-	-	-	-	-	Non-mobilizable	CP028194	0	1187	CP028194	1364	1467	1574	1732	1922	2182	2502	2965	3549	4263	6666
CP028195	1	68950	47.27483684	IncFIC,IncI1,IncFIB	AP001918,CP010124_00057,000095__NZ_CP014273_00094	-	-	-	-	-	-	Non-mobilizable	CP028195	0	2366	CP028195	1364	1467	1574	1732	1922	2182	2502	2965	3549	4412	7509
CP028198	1	92366	47.16778901	rep_cluster_1704	001113__CP011430_00070	-	-	-	-	-	-	Non-mobilizable	CP028198	0	1172	CP028198	1364	1467	1574	1732	1922	2182	2502	2965	3549	4149	6429
CP028283	1	49440	35.13956311	rep_cluster_180	001222__CP008815_00027	MOBP	NC_006827_00032	MPF_T	NC_004671_00018,NC_006827_00028	-	-	Conjugative	CP028283	0	4817	CP028283	1364	1467	1574	1732	1922	2182	2502	2965	3520	4063	6256
CP028284	1	78592	33.59247761	rep_cluster_980	AB374546	MOBP	NC_011642_00047	-	-	MOBP	CP012386	Mobilizable	CP028284	0	4820	CP028284	1364	1467	1574	1732	1922	2182	2502	2965	3549	4412	7230
CP028286	1	103690	33.1160189	rep_cluster_992	002473__NZ_ASWX01000006_00065	MOBC	NZ_ASWX01000006_00035	-	-	-	-	Mobilizable	CP028286	0	4637	CP028286	1364	1467	1574	1732	1922	2182	2502	2965	3472	3990	6117
CP028313	1	43609	42.8994015	IncX1	EF536825_00002	MOBP	NC_019096_00001	MPF_T	NC_023277_00163,NC_013503_00034,NC_019067_00043,NC_010860_00022,NC_017624_00009	-	-	Conjugative	CP028313	0	47	CP028313	1364	1467	1574	1732	1922	2182	2502	2965	3549	4412	7326
CP028315	1	98989	49.87624888	IncI-gamma/K1	MG764547	MOBP	NC_019097	MPF_I	NC_019097_00056,NC_022267_00057,NC_019111_00038,NC_023290_00086,NC_015965_00072,NC_019097_00075,NC_022267_00069,NZ_CM001473_00069,NC_019097_00085	MOBP	JN253636	Conjugative	CP028315	0	7	CP028315	1364	1467	1574	1732	1922	2182	2502	2965	3549	4412	9103
CP028316	1	187594	51.99046878	IncC	000092__CP025470	MOBH	NC_012885_00072	MPF_F	NC_012885_00167,NC_009140_00071	MOBH	JQ319772	Conjugative	CP028316	0	933	CP028316	1364	1467	1574	1732	1922	2182	2502	2965	3549	4412	10003
CP028317	1	2096	55.58206107	ColpVC	JX133088	-	-	-	-	MOBP	AB027308	Mobilizable	CP028317	0	1941	CP028317	1364	1467	1574	1732	1922	2182	2478	2803	3146	3555	5291
CP028322	1	96272	53.64072628	IncFII,IncFIA	JN232517,000136__AP014877_00014	MOBF	NC_017627_00068	MPF_F	NC_010719_00097,NC_010719_00096,08-5333_00200,NC_022651_00077,NC_010409_00124,NC_019094_00090,NC_017639_00094,NC_007675_00027,NC_017639_00100	MOBF	CP017721	Conjugative	CP028322	0	106	CP028322	1364	1467	1574	1732	1922	2182	2502	2965	3549	4412	10986
CP028323	1	12894	44.63316271	rep_cluster_2350	CP035723_00002	MOBP,MOBP	NC_020251_00005,NC_017321_00002	-	-	MOBP	NZ_CP016585	Mobilizable	CP028323	0	1547	CP028323	1364	1467	1574	1732	1922	2182	2502	2965	3549	4412	7324
CP028327	1	9411	34.13027308	-	-	-	-	-	-	-	-	Non-mobilizable	CP028327	0	3049	CP028327	1364	1467	1574	1732	1922	2182	2502	2957	3388	3852	5843
CP028328	1	9209	34.7268976	rep_cluster_2119	CP005948	-	-	-	-	-	-	Non-mobilizable	CP028328	0	3038	CP028328	1364	1467	1574	1732	1966	2314	2739	3350	4147	5340	12581
CP028329	1	49442	39.08822459	rep_cluster_1465	000804__CP002223	MOBQ	NC_015603_00001	-	-	-	-	Mobilizable	CP028329	0	2821	CP028329	1364	1467	1574	1732	1922	2182	2502	2965	3549	4166	6476
CP028340	1	53761	60.76337866	IncP	000175__JQ004408_00022	MOBP	NC_019318_00039	MPF_T	NC_019318_00059,NC_019318_00058,NC_019318_00057,NC_019318_00040	MOBP	NC_017965	Conjugative	CP028340	0	166	CP028340	1364	1467	1574	1732	1922	2182	2502	2965	3549	4412	9237
CP028346	1	71596	45.98301581	rep_cluster_1486	000825__CP009849_00015	MOBC	CP013250_00065	-	-	-	-	Mobilizable	CP028346	0	5866	CP028346	593	611	634	665	705	749	793	844	938	1048	1504
CP028351	1	166637	53.01643693	rep_cluster_807	002290__CP001893_00145	-	-	-	-	-	-	Non-mobilizable	CP028351	0	4649	CP028351	449	464	480	504	535	567	598	633	694	779	1095
CP028352	1	93831	54.38927433	IncFII	JN232517	MOBP	CP028352_00077	MPF_I	NC_023072_00089,NC_023072_00077,NC_023072_00067,NC_023072_00066,NC_023072_00063,NC_023072_00062,NC_023072_00061,NC_023072_00057	-	-	Conjugative	CP028352	0	3665	CP028352	1590	1731	1887	2100	2365	2713	3138	3749	4546	5741	12988
CP028373	1	134322	26.75138845	-	-	MOBP	NC_022355_00016	MPF_T	NC_006135_00040,NC_022355_00043,NC_022355_00047,NC_007141_00026	-	-	Conjugative	CP028373	0	6656	CP028373	1364	1467	1574	1732	1922	2182	2502	2965	3549	4385	7077
CP028380	1	89518	47.57367233	IncFIB,IncI-gamma/K1	000095__NZ_CP014273_00094,KJ484639	MOBP	NC_013728_00087	-	-	MOBP	CP018984	Mobilizable	CP028380	0	3792	CP028380	1364	1467	1574	1732	1922	2182	2502	2965	3549	4412	8013
CP028382	1	160675	49.4271044	IncFIB,IncI-gamma/K1	000095__NZ_CP014273_00094,CP013193	MOBP	NC_013728_00087	MPF_I	NC_022992_00102,NC_022992_00098,NC_012487_00131,NC_022371_00084,NC_007365_00033,NC_011754_00109,NC_007365_00035,NC_014843_00047,NC_011754_00087	MOBP	FR821780	Conjugative	CP028382	0	721	CP028382	1364	1467	1574	1732	1922	2182	2502	2965	3549	4412	7217
CP028383	1	67750	50.94760148	IncFII,IncFIA	JN232517,CP028121_00059	MOBF	NC_017627_00068	MPF_F	NC_008460_00107,08-5333_00200,NC_022651_00077,NC_010409_00124,NC_019094_00090,NC_017639_00094,NC_013437_00116,NC_007675_00027,NC_017054_00096,NC_019037_00027,NC_019094_00068	-	-	Conjugative	CP028383	0	120	CP028383	1364	1467	1574	1732	1922	2182	2502	2965	3458	3963	6042
CP028385	1	231957	47.15658506	-	-	MOBH	CP028385_00049	MPF_T	NC_003905_00206	-	-	Conjugative	CP028385	0	3333	CP028385	1364	1467	1574	1732	1922	2182	2502	2965	3549	4489	11730
CP028389	1	166034	52.2296638	IncQ1,IncFII,rep_cluster_2183,rep_cluster_1418,rep_cluster_2350	000195__NC_013728_00014,000129__CP018340,CP033468_00001,000759__NC_013950_00034,CP033965_00008	MOBF,MOBC	NC_021231_00058,CP028389_00158	MPF_F	NC_014312_00116,NC_014312_00118,NC_023332_00154,NC_019389_00068,NC_021502_00131,NC_014312_00128,NC_022609_00081,NC_019389_00080,NC_021654_00016,NC_019165_00034,NC_019155_00032,NC_021502_00150	-	-	Conjugative	CP028389	0	2343	CP028389	1364	1467	1574	1732	1922	2182	2502	2965	3549	4412	9613
CP028390	1	208166	49.70696463	IncFIB,IncHI1B	000107__CP014778_00094,JN420336	-	-	-	-	-	-	Non-mobilizable	CP028390	0	4071	CP028390	1364	1467	1574	1732	1922	2182	2502	2965	3549	4412	11043
CP028419	1	165121	52.51845616	IncC	000092__CP025470	MOBH	NC_012885_00072	MPF_F	NC_023291_00077,NC_012885_00091,NC_012885_00088,NC_016974_00085,NC_012885_00083,NC_014170_00023,NC_009140_00071,NC_012885_00167	MOBH	JQ319772	Conjugative	CP028419	0	152	CP028419	1364	1467	1574	1732	1922	2182	2502	2965	3549	4412	9948
CP028430	1	117123	46.57326059	IncFIB	000104__CP010386_00052	-	-	-	-	-	-	Non-mobilizable	CP028430	0	1204	CP028430	1364	1467	1574	1732	1922	2182	2502	2965	3549	4154	6435
CP028431	1	76698	50.18514172	IncFIA,IncFII	000136__AP014877_00014,AJ851089	MOBF	NC_017627_00068	MPF_F	NC_022651_00077,NC_010409_00124,NC_019094_00090,08-5333_00200	MOBF	AF197335	Conjugative	CP028431	0	3788	CP028431	1364	1467	1574	1732	1922	2182	2502	2965	3549	4412	8207
CP028433	1	120253	46.52940051	IncFIB	000104__CP010386_00052	-	-	-	-	-	-	Non-mobilizable	CP028433	0	1204	CP028433	1364	1467	1574	1732	1922	2182	2502	2965	3549	4154	6434
CP028466	1	3398	45.26191878	ColRNAI_rep_cluster_1987	CP041116_00002	-	-	-	-	MOBP	CP007658	Mobilizable	CP028466	0	1316	CP028466	1364	1467	1574	1732	1922	2182	2601	3212	4009	5202	12443
CP028467	1	1532	53.19843342	-	-	-	-	-	-	-	-	Non-mobilizable	CP028467	0	1983	CP028467	1223	1287	1362	1464	1577	1713	1869	2071	2298	2602	3852
CP028469	1	34104	30.28090547	rep_cluster_1215,rep_cluster_1017,rep_cluster_2214	HF937104,000261__GQ900456,AP003139	MOBV	AB304512_00007	-	-	-	-	Mobilizable	CP028469	0	2966	CP028469	1364	1467	1574	1732	1922	2182	2502	2965	3549	4412	8355
CP028473	1	123520	59.69640544	rep_cluster_517	001892__CP022421_00013	-	-	-	-	-	-	Non-mobilizable	CP028473	0	7401	CP028473	2586	2727	2883	3096	3361	3709	4134	4745	5542	6738	13986
CP028474	1	127557	60.07823953	rep_cluster_579	001981__CP000834_00041	MOBP	CP028474_00005	MPF_T	NC_022050_00036,NC_022050_00040,NC_022050_00041	-	-	Conjugative	CP028474	0	6682	CP028474	1364	1467	1574	1732	1922	2131	2346	2617	2910	3272	4841
CP028476	1	64140	57.42126598	-	-	-	-	-	-	-	-	Non-mobilizable	CP028476	0	7403	CP028476	2597	2738	2894	3107	3372	3720	4145	4756	5553	6749	13997
CP028477	1	114606	59.86946582	rep_cluster_2265	CP028477_00059	MOBP	CP028477_00051	-	-	-	-	Mobilizable	CP028477	0	7402	CP028477	2843	2984	3140	3353	3618	3966	4391	5002	5799	6995	14243
CP028479	1	129864	50.57752726	IncFII,IncFIA	MK649828_00114,CP032169_00114	MOBF	NC_021231_00058	MPF_F	NC_014312_00116,NC_014312_00118,NC_023332_00154,NC_019389_00068,NC_021502_00131,NC_014312_00128,NC_022609_00081,NC_019389_00080,NC_021654_00016,NC_019155_00032,NC_021502_00150	-	-	Conjugative	CP028479	0	2340	CP028479	1364	1467	1574	1732	1922	2182	2502	2965	3668	4861	12102
CP028480	1	77910	54.12783982	IncFII	000119__MF133496_00001	MOBP	NC_021198_00256	MPF_I	NC_021198_00230,NC_021198_00234,NC_021198_00235,NC_021198_00236,NC_021198_00238,NC_021198_00239,NC_021198_00240,NC_021198_00243,NC_021198_00249	-	-	Conjugative	CP028480	0	5884	CP028480	1364	1467	1574	1732	1922	2182	2502	2965	3549	4412	9750
CP028484	1	128911	52.21354268	IncFII,IncFIA,rep_cluster_2131,IncFIB,IncFIA	AJ851089,000136__AP014877_00014,CP030770_00142,000096__NC_019117_00097,000094__NZ_CP015070_00117	MOBF	NC_017627_00068	MPF_F	NC_010719_00097,NC_008460_00107,08-5333_00200	-	-	Conjugative	CP028484	0	762	CP028484	1364	1467	1574	1732	1922	2182	2502	2965	3549	4412	10300
CP028485	1	86657	50.08827908	IncI1/B/O	CP012627	MOBP	NC_019097	MPF_I	NC_019097_00056,NC_022267_00057,NC_019111_00038,NC_023290_00086,NC_015965_00072,NC_019097_00075,NC_022267_00069,NZ_CM001473_00069,NC_019097_00085	MOBP	HM021326	Conjugative	CP028485	0	8	CP028485	1364	1467	1574	1732	1922	2182	2502	2965	3549	4412	7336
CP028486	1	52864	51.08580508	IncN	000155__CP018649	MOBF	NC_015599_00019	MPF_T	NC_011617_00041,NC_009131_00030,NC_022375_00024,NC_008612_00190,NC_007682_00044,NC_014368_00014	MOBF	NZ_CP016498	Conjugative	CP028486	0	915	CP028486	1364	1467	1574	1732	1922	2182	2502	2965	3549	4412	9563
CP028488	1	121622	46.26218941	rep_cluster_2307	CP025802_00058	-	-	MPF_I	NC_002523_00134,NC_002523_00141,NC_002523_00145,NC_002523_00001,NC_002523_00008	-	-	Non-mobilizable	CP028488	0	7236	CP028488	3275	3416	3572	3785	4050	4398	4823	5434	6231	7427	14675
CP028489	1	57277	40.07193114	rep_cluster_901	002386__CP000718_00001	MOBP	NC_009704_00057	MPF_T	NC_009704_00014,NC_009704_00012,NC_009704_00056	-	-	Conjugative	CP028489	0	5246	CP028489	429	444	460	483	514	545	574	608	664	742	1045
CP028515	1	53067	40.89735617	rep_cluster_2321	CP028515_00015	MOBC	CP028515_00019	-	-	-	-	Mobilizable	CP028515	0	8523	CP028515	3555	3696	3852	4065	4330	4678	5103	5714	6511	7707	14955
CP028518	1	5968	63.42158177	-	-	-	-	-	-	-	-	Non-mobilizable	CP028518	0	8524	CP028518	3961	4102	4258	4471	4736	5084	5509	6120	6917	8113	15361
CP028521	1	126628	50.66415011	IncFII	000123__CP000858	MOBF	CP028521_00007	MPF_F	NC_021871_00021	-	-	Conjugative	CP028521	0	7400	CP028521	2456	2597	2753	2966	3231	3579	4004	4615	5412	6608	13856
CP028536	1	45048	46.90996271	IncX3	000221__NC_025130_00012	MOBP	NC_020552_00059	MPF_T	NC_023277_00163,NC_019157_00029,NC_019157_00030,NC_019083_00030,NC_017624_00009	-	-	Conjugative	CP028536	0	1087	CP028536	1364	1467	1574	1732	1922	2182	2502	2965	3549	4412	9750
CP028537	1	328828	47.46341552	IncHI2A,rep_cluster_1088,IncN	BX664015,000340__KU353730,000155__CP018649	MOBH	NC_012555_00231	MPF_F	NC_005211_00005,NC_009838_00006,NC_005211_00012,NC_021845_00017,NC_005211_00030,NC_005211_00200,NC_005211_00207	MOBH	NC_004966	Conjugative	CP028537	0	920	CP028537	1364	1467	1574	1732	1922	2182	2502	2965	3549	4412	8571
CP028541	1	177516	53.67290836	IncFIA,IncR,IncFII	MH263653_00001,000204__CP008701_00115,JN232517	MOBF	NC_017627_00068	MPF_F	NC_022651_00077,NC_010409_00124,NC_019094_00090,NC_017639_00094,NC_013437_00116,NC_007675_00027,NC_017639_00100,NC_019037_00027,NC_019094_00068,NC_014615_00033,NC_008460_00107,08-5333_00200,NC_014312_00116	-	-	Conjugative	CP028541	0	2302	CP028541	1364	1467	1574	1732	1922	2182	2502	2965	3549	4412	9464
CP028543	1	159355	52.23933984	IncFIB,rep_cluster_2183,IncFII	000107__CP014778_00094,CP017721_00179,000132__HG969996	MOBF	NC_021231_00058	MPF_F	NC_021502_00150,NC_019155_00032,NC_019165_00034,NC_021654_00016,NC_019389_00080,NC_022609_00081,NC_014312_00128,NC_021502_00131,NC_021654_00004,NC_023332_00154,NC_014312_00118,NC_014312_00116	-	-	Conjugative	CP028543	0	820	CP028543	1364	1467	1574	1732	1922	2182	2502	2965	3549	4412	9818
CP028544	1	110562	48.88659757	IncFIB	000100__NZ_CP016161_00012	-	-	-	-	-	-	Non-mobilizable	CP028544	0	1190	CP028544	1364	1467	1574	1732	1922	2182	2502	2965	3549	4222	6601
CP028547	1	73791	54.8427315	IncFIA,IncU,IncFII	MH263653_00001,000210__KF623109_00045,JN232517	-	-	-	-	-	-	Non-mobilizable	CP028547	0	2887	CP028547	1364	1467	1574	1732	1922	2182	2502	2965	3549	4412	10256
CP028549	1	248112	52.0269072	IncFIB	000107__CP014778_00094	MOBH	CP023978_00085	-	-	-	-	Mobilizable	CP028549	0	804	CP028549	1364	1467	1574	1732	1922	2182	2502	2965	3549	4412	7721
CP028550	1	110186	48.94814223	IncFIB	000100__NZ_CP016161_00012	-	-	-	-	-	-	Non-mobilizable	CP028550	0	1190	CP028550	1364	1467	1574	1732	1922	2182	2502	2965	3608	4801	12042
CP028551	1	74191	50.5586931	IncR	000204__CP008701_00115	-	-	-	-	-	-	Non-mobilizable	CP028551	0	856	CP028551	1364	1467	1574	1732	1922	2182	2502	2965	3549	4412	11249
CP028552	1	4686	44.1314554	rep_cluster_2335	KU302809_00001	-	-	-	-	-	-	Non-mobilizable	CP028552	0	1684	CP028552	1364	1467	1574	1732	1922	2182	2502	2944	3364	3820	5774
CP028553	1	117244	52.14168742	rep_cluster_1418,rep_cluster_2183,IncFII	000759__NC_013950_00034,CP033468_00001,000129__CP018340	MOBF	NC_021231_00058	MPF_F	NC_021502_00150,NC_019155_00032,NC_019165_00034,NC_021654_00016,NC_019389_00080,NC_022609_00081,NC_014312_00128,NC_021502_00131,NC_019389_00068,NC_023332_00154,NC_014312_00118,NC_014312_00116	-	-	Conjugative	CP028553	0	2343	CP028553	1364	1467	1574	1732	1922	2182	2502	2965	3549	4412	9850
CP028554	1	89738	53.62722592	IncU,IncFII	000210__KF623109_00045,CP000670	MOBF	CP008789_00079	MPF_F	NC_014312_00116,NC_014312_00118,NC_023332_00154,NC_019389_00068,NC_021502_00131,NC_014312_00128,NC_022609_00081,NC_021654_00016,NC_019165_00034,NC_022609_00095,NC_021502_00150	-	-	Conjugative	CP028554	0	5887	CP028554	1364	1467	1574	1732	1922	2182	2502	2965	3549	4412	10082
CP028556	1	7547	32.87398966	-	-	-	-	-	-	-	-	Non-mobilizable	CP028556	0	7397	CP028556	3814	3955	4111	4324	4589	4937	5362	5973	6770	7966	15214
CP028557	1	7282	33.01290854	rep_cluster_1233	000541__DQ278485_00001	-	-	-	-	-	-	Non-mobilizable	CP028557	0	5264	CP028557	1364	1467	1574	1732	1922	2182	2426	2726	3042	3428	5103
CP028558	1	6132	37.19830398	rep_cluster_1172	000453__KU549174_00001	-	-	-	-	-	-	Non-mobilizable	CP028558	0	6946	CP028558	1364	1467	1574	1732	1922	2182	2502	3050	3847	5040	12281
CP028559	1	4344	37.79926335	-	-	MOBP	NZ_AFDA02000006_00006	-	-	MOBP	NC_013362	Mobilizable	CP028559	0	2430	CP028559	187	194	200	210	229	249	261	271	285	295	440
CP028560	1	190170	41.88462954	rep_cluster_1218,rep_cluster_639	000512__CP014652_00146,002092__CU459140_00002	MOBP,MOBP	NZ_ALIG01000010_00048,NZ_AEOY01000096_00007	-	-	-	-	Mobilizable	CP028560	0	6187	CP028560	1364	1467	1574	1732	1922	2182	2502	2965	3549	4412	9750
CP028562	1	14800	60.01351351	rep_cluster_1195	000483__CP010949_00006	-	-	-	-	-	-	Non-mobilizable	CP028562	0	5024	CP028562	1364	1467	1574	1732	1922	2182	2502	2965	3549	4412	8569
CP028563	1	11840	60.33783784	rep_cluster_2020	001454__CP021655	-	-	-	-	-	-	Non-mobilizable	CP028563	0	5024	CP028563	1364	1467	1574	1732	1922	2182	2502	2965	3549	4412	8568
CP028564	1	2811	56.10103166	-	-	-	-	-	-	-	-	Non-mobilizable	CP028564	0	8525	CP028564	4402	4543	4699	4912	5177	5525	5950	6561	7358	8554	15802
CP028565	1	32665	59.63263432	rep_cluster_573	001974__KR014105_00003	MOBP	CP026218_00005	-	-	-	-	Mobilizable	CP028565	0	2033	CP028565	1364	1467	1574	1732	1922	2182	2502	2965	3549	4514	11755
CP028566	1	38976	58.19222085	IncP,IncU	000172__KU578314_00001,000210__KF623109_00045	MOBP	NC_003124_00014	-	-	-	-	Mobilizable	CP028566	0	2400	CP028566	1364	1467	1574	1732	1922	2182	2502	2965	3549	4412	9536
CP028567	1	241090	55.43780331	rep_cluster_2037	001465__CP007568	MOBH	CP028567_00125	-	-	-	-	Mobilizable	CP028567	0	899	CP028567	1364	1467	1574	1732	1922	2182	2502	2965	3549	4412	10006
CP028569	1	121612	40.94908397	rep_cluster_718	002191__CP004359_00001	MOBP,MOBP,MOBP	NZ_AEOY01000096_00007,NZ_CM001803_00063,NZ_ALIG01000010_00048	-	-	-	-	Mobilizable	CP028569	0	6229	CP028569	1364	1467	1574	1732	1922	2182	2502	2965	3549	4412	7243
CP028570	1	10472	34.84530176	rep_cluster_1364	000682__CU468232_00001	MOBQ	NC_006877_00013	-	-	-	-	Mobilizable	CP028570	0	5576	CP028570	1364	1467	1574	1732	1922	2182	2502	2965	3549	4412	7557
CP028571	1	4771	37.22490044	-	-	MOBP	CP028571_00004	-	-	-	-	Mobilizable	CP028571	0	6733	CP028571	66	69	69	71	74	78	79	82	87	89	140
CP028572	1	2295	38.82352941	-	-	-	-	-	-	-	-	Non-mobilizable	CP028572	0	2427	CP028572	909	939	978	1037	1108	1195	1288	1379	1514	1699	2389
CP028573	1	61751	36.51438843	rep_cluster_1218	000512__CP014652_00146	MOBP	NZ_AEOY01000096_00007	-	-	-	-	Mobilizable	CP028573	0	5826	CP028573	1364	1467	1574	1732	1922	2182	2502	2965	3549	4358	6885
CP028575	1	1564	51.27877238	Col(MG828)	NC_008486	-	-	-	-	-	-	Non-mobilizable	CP028575	0	1135	CP028575	1364	1467	1574	1732	1922	2124	2338	2607	2899	3257	4807
CP028576	1	112422	51.02382096	IncFIB,IncFIA,IncFIA	000096__NC_019117_00097,000136__AP014877_00014,000094__NZ_CP015070_00117	-	-	MPF_F	NC_010488_00021,NC_019037_00027,NC_017639_00100,NC_019094_00090,NC_010409_00124,NC_022651_00077	-	-	Non-mobilizable	CP028576	0	761	CP028576	1364	1467	1574	1732	1922	2182	2502	2965	3549	4412	9750
CP028579	1	28726	52.32541948	IncN	000155__CP018649	MOBF	NC_015599_00019	MPF_T	NC_022375_00024	MOBF	NZ_CP016498	Conjugative	CP028579	0	143	CP028579	1364	1467	1574	1732	1922	2182	2502	2965	3549	4412	10588
CP028580	1	12746	55.37423505	ColRNAI_rep_cluster_1857	000003__NC_002119_00001	MOBC	NC_009793_00003	-	-	-	-	Mobilizable	CP028580	0	1371	CP028580	1364	1467	1574	1732	1922	2182	2502	2965	3414	3884	5893
CP028581	1	5596	51.14367405	rep_cluster_2370	EU580135_00003	MOBP	LT985292_00003	-	-	MOBP	NZ_CP008718	Mobilizable	CP028581	0	1754	CP028581	1364	1467	1574	1732	1922	2182	2502	2965	3549	4412	8194
CP028582	1	149258	53.54754854	IncFIA,IncR,IncFII	MH263653_00001,000204__CP008701_00115,JN232517	MOBF	NC_017627_00068	MPF_T	NC_009131_00030,NC_011617_00041,NC_014368_00014,NC_007682_00044,NC_008612_00190,NC_014312_00116,NC_008460_00107,08-5333_00200	-	-	Conjugative	CP028582	0	2301	CP028582	1364	1467	1574	1732	1922	2182	2502	2965	3549	4412	9456
CP028586	1	5167	47.51306367	Col156	CP001126_00001	MOBQ	NC_019783_00003	-	-	-	-	Mobilizable	CP028586	0	1907	CP028586	1364	1467	1574	1732	1922	2182	2502	2965	3549	4412	8245
CP028588	1	42856	50.95669218	rep_cluster_1418,IncFIA	000759__NC_013950_00034,CP032169_00114	-	-	-	-	-	-	Non-mobilizable	CP028588	0	850	CP028588	1364	1467	1574	1732	1922	2182	2502	2965	3549	4412	9750
CP028593	1	2679	45.9873087	rep_cluster_2350	CP041342_00001	MOBF	CP019897	-	-	MOB_unknown	NC_017662	Mobilizable	CP028593	0	302	CP028593	1364	1467	1574	1732	1922	2182	2502	2965	3549	4141	6414
CP028594	1	40334	40.97039718	IncX4	000223__CP022729_00007	MOBP	NC_011351_00034	MPF_T	NC_011351_00017,NC_011351_00014,NC_011351_00013,NC_011351_00011	-	-	Conjugative	CP028594	0	1152	CP028594	1364	1467	1574	1732	1922	2182	2502	2965	3549	4184	6535
