GenomeID	num_contigs	total_length	gc	rep_type(s)	rep_type_accession(s)	relaxase_type(s)	relaxase_type_accession(s)	mpf_type	mpf_type_accession(s)	orit_type(s)	orit_accession(s)	PredictedMobility	mash_nearest_neighbor	mash_neighbor_distance	mash_neighbor_cluster	GenomeID	clust_0.1	clust_0.09	clust_0.08	clust_0.07	clust_0.06	clust_0.05	clust_0.04	clust_0.03	clust_0.02	clust_0.01	clust_0
CP038651	1	5844	39.21971253	-	-	-	-	-	-	-	-	Non-mobilizable	CP038651	0	2428	CP038651	1360	1437	1498	1544	1611	1676	1759	1889	2038	2243	3024
CP038652	1	5734	40.32089292	-	-	-	-	-	-	-	-	Non-mobilizable	CP038652	0	2429	CP038652	1360	1437	1498	1544	1611	1676	1760	1890	2039	2245	3027
CP038654	1	296117	46.90240682	rep_cluster_1088,IncHI2A	000340__KU353730,BX664015	MOBH	NC_012555_00231	MPF_F	NC_005211_00030,NC_021845_00017,NC_005211_00012,NC_009838_00006,NC_005211_00005,NC_005211_00207,NC_005211_00200	MOBH	NC_017484	Conjugative	CP038654	0	922	CP038654	2429	2620	2801	2986	3237	3529	3872	4352	5034	6104	9863
CP038655	1	5584	50.84169054	-	-	MOBP	NC_013090_00004	-	-	MOBP	NC_019134	Mobilizable	CP038655	0	1760	CP038655	1892	2020	2136	2247	2388	2546	2715	2942	3192	3535	5128
CP038657	1	263189	46.17708187	rep_cluster_1088,IncHI2A	000340__KU353730,BX664015	MOBH	NC_012555_00231	MPF_F	NC_005211_00030,NC_021845_00017,NC_005211_00012,NC_009838_00006,NC_005211_00005,NC_005211_00207,NC_005211_00200	MOBH	NC_017484	Conjugative	CP038657	0	922	CP038657	2429	2620	2801	2986	3237	3529	3872	4352	5034	6104	9865
CP038659	1	385971	46.80688446	IncHI2A,rep_cluster_1088	BX664015,000340__KU353730	MOBH	NC_012555_00231	MPF_F	NC_014108_00068,NC_014108_00062,NC_005211_00200,NC_005211_00207,NC_005211_00005,NC_009838_00006,NC_005211_00012,NC_021845_00017,NC_005211_00030	MOBH	NC_017484	Conjugative	CP038659	0	922	CP038659	2429	2620	2801	2986	3237	3529	3872	4352	5034	6112	9903
CP038660	1	4051	51.46877314	-	-	MOBP	MF168404_00021	-	-	MOBP	NC_019134	Mobilizable	CP038660	0	1760	CP038660	1892	2020	2136	2247	2388	2546	2715	2942	3192	3535	5130
CP038792	1	129920	48.80618842	IncFIB,IncFIA,IncFIA	000096__NC_019117_00097,CP022610_00144,000094__NZ_CP015070_00117	-	-	MPF_F	NC_010719_00096,NC_014615_00033,NC_010409_00124,NC_022651_00077	-	-	Non-mobilizable	CP038792	0	113	CP038792	2377	2560	2729	2901	3127	3379	3664	4051	4556	5276	7983
CP038793	1	87604	52.53527236	IncK2/Z	KJ484640	MOBP	NC_013728_00087	MPF_I	NC_011754_00087,NC_014843_00047,NC_007365_00035,NC_011754_00109,NC_007365_00033,NC_022371_00084,NC_012487_00131,NC_022992_00098,NC_022992_00102	MOBP	FR821780	Conjugative	CP038793	0	721	CP038793	2352	2525	2685	2846	3057	3295	3557	3922	4365	4967	7247
CP038794	1	4715	41.12407211	rep_cluster_2350	CP035723_00002	-	-	-	-	MOBP,MOB_unknown	CP018844,NC_019986	Mobilizable	CP038794	0	295	CP038794	1850	1966	2071	2165	2291	2424	2576	2779	3011	3330	4691
CP038795	1	4091	49.57223173	rep_cluster_1778	001198__NC_010486_00001	MOBQ	NC_008487_00001	-	-	MOBQ,MOBQ	NC_019013,NC_013507	Mobilizable	CP038795	0	1930	CP038795	1786	1895	1989	2070	2175	2284	2421	2605	2805	3080	4121
CP038818	1	1733	44.8355453	-	-	-	-	-	-	-	-	Non-mobilizable	CP038818	0	6977	CP038818	4950	5296	5655	6039	6506	7061	7719	8556	9655	11282	17141
CP038851	1	2474	30.80032336	rep_cluster_1947	NC001390	-	-	-	-	-	-	Non-mobilizable	CP038851	0	611	CP038851	4217	4538	4864	5218	5643	6151	6756	7541	8590	10135	15507
CP038855	1	180464	53.05767355	rep_cluster_807	002290__CP001893_00145	-	-	-	-	-	-	Non-mobilizable	CP038855	0	4649	CP038855	1560	1659	1736	1798	1880	1964	2071	2230	2400	2637	3545
CP038858	1	131158	50.50625963	IncR	000204__CP008701_00115	MOBF	NC_017627_00068	MPF_F	NC_022651_00077,NC_010409_00124,NC_019094_00090,NC_017639_00094,NC_013437_00116,NC_007675_00027,NC_017639_00100,NC_018966_00040,NC_010488_00021,NC_014615_00033,NC_008460_00107,08-5333_00200	MOBP	AB027308	Conjugative	CP038858	0	70	CP038858	2377	2560	2729	2903	3138	3401	3698	4109	4646	5439	8312
CP038863	1	86091	27.88677097	-	-	-	-	-	-	-	-	Non-mobilizable	CP038863	0	6766	CP038863	3739	4002	4254	4529	4865	5251	5716	6359	7262	8663	13610
CP038864	1	36143	25.86669618	rep_cluster_1502	000840__CP014746	MOBP	NZ_AZNS01000034_00021	MPF_T	NC_017284_00011,NC_017284_00007,NC_005012_00002,NC_005012_00001,NC_005012_00053	-	-	Conjugative	CP038864	0	4131	CP038864	3738	4001	4253	4528	4864	5250	5715	6358	7259	8660	13607
CP038866	1	27416	33.54975197	Inc18	X92945	-	-	-	-	MOBV	CP016690	Mobilizable	CP038866	0	2137	CP038866	4153	4469	4790	5137	5549	6042	6628	7378	8389	9882	15139
CP038867	1	60358	33.93584943	-	-	MOBP	CP038867_00048	-	-	-	-	Mobilizable	CP038867	0	8626	CP038867	4065	4370	4678	5013	5408	5874	6434	7168	8157	9622	14778
CP039024	1	30876	35.34460422	-	-	-	-	-	-	-	-	Non-mobilizable	CP039024	0	5821	CP039024	2025	2161	2292	2415	2576	2752	2940	3191	3458	3824	5503
CP039026	1	30410	35.80730023	rep_cluster_1172	000454__KY202458_00008	-	-	-	-	-	-	Non-mobilizable	CP039026	0	2932	CP039026	2013	2149	2280	2403	2563	2739	2923	3163	3426	3785	5416
CP039027	1	39017	39.82366661	-	-	-	-	-	-	-	-	Non-mobilizable	CP039027	0	8627	CP039027	5376	5723	6083	6470	6939	7496	8161	9003	10104	11735	17631
CP039030	1	13536	36.12588652	rep_cluster_1919	001359__CP000522_00002	-	-	-	-	-	-	Non-mobilizable	CP039030	0	6830	CP039030	1995	2130	2258	2379	2533	2704	2883	3121	3382	3738	5360
CP039158	1	2375	31.2	rep_cluster_1947	NC001390	-	-	-	-	-	-	Non-mobilizable	CP039158	0	611	CP039158	4217	4538	4864	5218	5643	6151	6756	7541	8590	10135	15494
CP039159	1	2855	29.14185639	rep_cluster_1017	CP002144	-	-	-	-	MOBV	JX469834	Mobilizable	CP039159	0	549	CP039159	4271	4597	4931	5293	5729	6248	6864	7659	8719	10290	15797
CP039161	1	2424	30.89933993	rep_cluster_1017	AB254848	-	-	-	-	-	-	Non-mobilizable	CP039161	0	550	CP039161	4271	4597	4931	5293	5729	6247	6863	7658	8718	10289	15775
CP039163	1	23118	27.23851544	rep_cluster_1017,rep_cluster_1215	000261__GQ900456,HF937104	-	-	-	-	MOBV	CP002151	Mobilizable	CP039163	0	2595	CP039163	4297	4630	4971	5336	5777	6305	6931	7737	8806	10398	16064
CP039165	1	2494	30.63352045	rep_cluster_1947	NC001390	-	-	-	-	-	-	Non-mobilizable	CP039165	0	611	CP039165	4217	4538	4864	5218	5643	6151	6756	7541	8590	10135	15490
CP039166	1	2250	35.6	rep_cluster_1018	000268__U32369_00002	-	-	-	-	-	-	Non-mobilizable	CP039166	0	2120	CP039166	4334	4671	5017	5386	5835	6375	7012	7831	8918	10529	16305
CP039168	1	2294	31.08108108	rep_cluster_1017	000266__NC_022227_00004	-	-	-	-	-	-	Non-mobilizable	CP039168	0	550	CP039168	4271	4597	4931	5293	5729	6247	6863	7658	8718	10289	15776
CP039260	1	78201	34.34482935	rep_cluster_216	001485__CP006726	-	-	-	-	-	-	Non-mobilizable	CP039260	0	6241	CP039260	72	73	75	76	80	83	87	94	97	108	172
CP039271	1	324175	46.37433485	IncHI2A,rep_cluster_1088	BX664015,000340__KU353730	MOBH	NC_012555_00231	MPF_F	NC_005211_00005,NC_009838_00006,NC_005211_00012,NC_021845_00017,NC_005211_00030,NC_005211_00200,NC_005211_00207	MOBH	NC_017484	Conjugative	CP039271	0	922	CP039271	2429	2620	2801	2986	3237	3529	3872	4352	5034	6100	9851
CP039272	1	29873	35.7011348	-	-	-	-	-	-	-	-	Non-mobilizable	CP039272	0	5036	CP039272	1079	1139	1190	1229	1282	1326	1388	1496	1611	1776	2396
CP039273	1	6237	50.04008337	ColRNAI_rep_cluster_1987	CP041116_00002	MOBP	NC_013090_00004	-	-	MOBP	KT693145	Mobilizable	CP039273	0	1317	CP039273	1892	2020	2136	2247	2387	2544	2713	2939	3187	3530	5117
CP039274	1	4096	55.51757813	ColRNAI_rep_cluster_1987	CP041116_00002	MOBP	NC_013090_00004	-	-	MOBP	CP007070	Mobilizable	CP039274	0	1326	CP039274	1892	2020	2134	2243	2383	2540	2708	2934	3182	3523	5099
CP039275	1	3270	42.50764526	ColRNAI_rep_cluster_1987	CP041116_00002	-	-	-	-	MOBP	CP007658	Mobilizable	CP039275	0	1503	CP039275	1866	1990	2101	2207	2343	2490	2646	2860	3102	3431	4870
CP039276	1	2318	48.05867127	rep_cluster_2335	KU302809_00001	-	-	-	-	MOBP	HQ328804	Mobilizable	CP039276	0	1520	CP039276	1876	2003	2116	2223	2360	2510	2668	2885	3129	3460	4944
CP039278	1	28751	36.03352927	-	-	-	-	-	-	-	-	Non-mobilizable	CP039278	0	5038	CP039278	1079	1139	1190	1229	1283	1328	1391	1501	1617	1782	2403
CP039281	1	4018	53.26032852	ColRNAI_rep_cluster_1987	CP041116_00002	MOBP	NC_013090_00004	-	-	MOBP	KT693145	Mobilizable	CP039281	0	1730	CP039281	1892	2020	2137	2250	2393	2551	2721	2950	3201	3544	5147
CP039282	1	2244	51.60427807	rep_cluster_2335	KU302809_00001	-	-	-	-	-	-	Non-mobilizable	CP039282	0	1495	CP039282	1876	2003	2116	2223	2360	2510	2668	2886	3130	3462	4949
CP039285	1	129376	35.15489735	rep_cluster_216	001485__CP006726	-	-	-	-	-	-	Non-mobilizable	CP039285	0	6242	CP039285	72	73	75	76	81	84	88	95	98	109	173
CP039286	1	84267	34.28625678	rep_cluster_216	001485__CP006726	-	-	-	-	-	-	Non-mobilizable	CP039286	0	6245	CP039286	73	75	77	78	83	87	92	99	102	113	179
CP039299	1	105771	49.39728281	IncI-gamma/K1	MF344576	MOBP	NC_019097	MPF_I	NC_019097_00056,NC_022267_00057,NC_019111_00038,NC_023290_00086,NC_015965_00072,NC_019097_00075,NC_022267_00069,NZ_CM001473_00069,NC_019097_00085	MOBP	HM021326	Conjugative	CP039299	0	13	CP039299	2353	2529	2690	2851	3064	3306	3569	3941	4391	5015	7342
CP039300	1	27728	46.05813618	rep_cluster_312	001623__NC_020920_00001	MOBP	NZ_CM000957_00016	MPF_T	NC_020920_00010,NC_020920_00011,NZ_CM000957_00030,NZ_CM000957_00028,NC_020920_00017,NC_020920_00020	-	-	Conjugative	CP039300	0	1238	CP039300	2246	2406	2553	2699	2882	3088	3322	3638	4028	4566	6607
CP039301	1	17924	57.63222495	rep_cluster_2335	KU302809_00001	-	-	-	-	MOBP	AJ001708	Mobilizable	CP039301	0	959	CP039301	2289	2454	2606	2758	2953	3173	3421	3758	4165	4726	6862
CP039302	1	4664	51.20068611	rep_cluster_2335	KU302809_00001	MOBP	NC_013090_00004	-	-	MOBP	HQ328804	Mobilizable	CP039302	0	1709	CP039302	1882	2009	2122	2229	2366	2517	2677	2895	3139	3474	4964
CP039304	1	90766	50.8263006	rep_cluster_1418	000759__NC_013950_00034	-	-	-	-	-	-	Non-mobilizable	CP039304	0	2893	CP039304	2454	2653	2847	3053	3328	3657	4062	4624	5418	6648	10817
CP039305	1	55112	50.4971694	IncR	000207__CP025517	-	-	-	-	-	-	Non-mobilizable	CP039305	0	5847	CP039305	2437	2630	2813	3003	3256	3550	3898	4385	5073	6173	10008
CP039306	1	41843	53.40200272	-	-	-	-	-	-	-	-	Non-mobilizable	CP039306	0	6975	CP039306	1346	1423	1483	1529	1594	1658	1740	1867	2013	2203	2951
CP039307	1	40628	34.61159791	-	-	-	-	-	-	-	-	Non-mobilizable	CP039307	0	6865	CP039307	1206	1277	1331	1371	1430	1483	1553	1674	1799	1976	2625
CP039308	1	5134	51.55823919	ColRNAI_rep_cluster_1987	CP041116_00002	MOBP,MOBP	NC_021293_00005,NC_001848_00006	-	-	MOBP	KT693145	Mobilizable	CP039308	0	1342	CP039308	1883	2011	2124	2231	2369	2520	2680	2899	3144	3480	4974
CP039309	1	3223	56.28296618	ColRNAI_rep_cluster_1987	CP041116_00002	MOBP	NC_013090_00004	-	-	MOBP	CP018941	Mobilizable	CP039309	0	1769	CP039309	1892	2020	2133	2242	2382	2539	2707	2932	3180	3521	5094
CP039310	1	2212	51.08499096	rep_cluster_2335	KU302809_00001	-	-	-	-	MOBP	CP008720	Mobilizable	CP039310	0	1514	CP039310	1835	1949	2049	2137	2246	2362	2501	2693	2911	3210	4454
CP039312	1	145588	52.90545924	rep_cluster_1418,rep_cluster_2183,IncFII	000759__NC_013950_00034,CP033468_00001,000122__JQ418538	MOBF	CP024544_00079	MPF_F	NC_021502_00150,NC_022609_00095,NC_019165_00034,NC_019389_00080,NC_022609_00081,NC_014312_00128,NC_021502_00131,NC_023332_00154,NC_014312_00118,NC_014312_00116	-	-	Conjugative	CP039312	0	2893	CP039312	2454	2653	2847	3053	3328	3657	4062	4624	5417	6647	10816
CP039313	1	75587	51.02993901	IncFII	CP000670	-	-	-	-	-	-	Non-mobilizable	CP039313	0	5847	CP039313	2437	2630	2813	3003	3256	3550	3898	4385	5072	6172	10007
CP039315	1	5134	51.55823919	ColRNAI_rep_cluster_1987	CP041116_00002	MOBP,MOBP	NC_021293_00005,NC_001848_00006	-	-	MOBP	KT693145	Mobilizable	CP039315	0	1342	CP039315	1883	2011	2124	2231	2369	2520	2680	2899	3144	3480	4973
CP039316	1	3223	56.28296618	ColRNAI_rep_cluster_1987	CP041116_00002	MOBP	NC_013090_00004	-	-	MOBP	CP018941	Mobilizable	CP039316	0	1769	CP039316	1892	2020	2133	2242	2382	2539	2707	2932	3180	3521	5092
CP039317	1	2212	51.08499096	rep_cluster_2335	KU302809_00001	-	-	-	-	MOBP	CP008720	Mobilizable	CP039317	0	1514	CP039317	1835	1949	2049	2137	2246	2362	2501	2693	2911	3210	4452
CP039319	1	162861	49.39733883	Col(VCM04)	001726__CP019987_00074	MOBH	CP011133_00108	-	-	-	-	Mobilizable	CP039319	0	5843	CP039319	2435	2628	2810	2999	3251	3543	3890	4374	5061	6161	9995
CP039323	1	6380	47.9153605	ColRNAI_rep_cluster_1987	CP041116_00002	MOBP,MOBP	NC_019986_00002,NC_001848_00006	-	-	MOBP	CP018941	Mobilizable	CP039323	0	1497	CP039323	1885	2013	2126	2234	2374	2529	2693	2915	3163	3503	5022
CP039325	1	3223	56.28296618	ColRNAI_rep_cluster_1987	CP041116_00002	MOBP	LT985292_00003	-	-	MOBP	CP018941	Mobilizable	CP039325	0	1769	CP039325	1892	2020	2133	2242	2382	2539	2707	2932	3180	3521	5093
CP039326	1	2212	51.08499096	rep_cluster_2358	CP000974_00005	-	-	-	-	MOBP	CP008720	Mobilizable	CP039326	0	1514	CP039326	1835	1949	2049	2137	2246	2362	2501	2693	2911	3210	4453
CP039328	1	125137	51.91749842	IncR	000204__CP008701_00115	MOBC	NC_014725_00039	MPF_T	NC_011092_00100,NC_011092_00102,NC_011092_00103	-	-	Conjugative	CP039328	0	901	CP039328	2444	2642	2833	3027	3289	3597	3966	4494	5218	6369	10332
CP039329	1	66363	50.86870696	IncFIB	000107__CP014778_00094	-	-	-	-	-	-	Non-mobilizable	CP039329	0	736	CP039329	2436	2629	2812	3001	3254	3548	3896	4383	5070	6170	10004
CP039330	1	4251	52.36414961	rep_cluster_2335	KU302809_00001	MOBP	NC_013090_00004	-	-	MOBP	CP018941	Mobilizable	CP039330	0	1762	CP039330	1892	2020	2136	2247	2388	2545	2714	2940	3189	3532	5124
CP039342	1	55269	39.41088133	-	-	-	-	-	-	-	-	Non-mobilizable	CP039342	0	6954	CP039342	5184	5531	5891	6278	6747	7304	7969	8811	9912	11543	17439
CP039372	1	114265	54.59239487	-	-	MOBP	CP039372_00119	MPF_I	NC_015855_00005,NC_015855_00139,NC_015855_00072,NC_015855_00068,NC_015855_00065,NC_015855_00064,NC_015855_00013	-	-	Conjugative	CP039372	0	4426	CP039372	1902	2031	2150	2265	2410	2568	2738	2968	3220	3564	5170
CP039379	1	76699	40.70718002	-	-	MOBQ,MOBP	NC_011352_00007,NC_015979_00031	-	-	-	-	Mobilizable	CP039379	0	3604	CP039379	3963	4248	4534	4839	5200	5621	6136	6830	7790	9238	14318
CP039394	1	95236	47.72880003	-	-	MOBV	CP039394_00002	-	-	-	-	Mobilizable	CP039394	0	8628	CP039394	928	978	1026	1062	1106	1145	1202	1306	1410	1564	2082
CP039395	1	28257	40.61294546	-	-	MOBV	CP039398_00002	-	-	-	-	Mobilizable	CP039395	0	6971	CP039395	910	960	1008	1044	1087	1125	1182	1284	1387	1539	2053
CP039397	1	30504	40.48649357	-	-	MOBV	CP039398_00002	-	-	-	-	Mobilizable	CP039397	0	6970	CP039397	910	958	1006	1042	1085	1123	1180	1282	1385	1537	2050
CP039398	1	25648	41.5782907	-	-	MOBV	CP039398_00002	-	-	-	-	Mobilizable	CP039398	0	6972	CP039398	910	959	1007	1043	1086	1124	1181	1283	1386	1538	2052
CP039399	1	21348	50.01405284	-	-	-	-	-	-	-	-	Non-mobilizable	CP039399	0	6974	CP039399	4446	4786	5137	5511	5967	6514	7162	7985	9077	10694	16494
CP039400	1	15511	38.32119141	-	-	-	-	-	-	-	-	Non-mobilizable	CP039400	0	6970	CP039400	910	958	1006	1042	1085	1123	1180	1282	1385	1537	2051
CP039405	1	85191	47.74917538	IncFIB,IncK2/Z,IncFII	000096__NC_019117_00097,KJ484640,JN232517	MOBF	NC_017627_00068	MPF_F	08-5333_00200,NC_008460_00107,NC_014615_00033,NC_010488_00021,NC_018966_00040,NC_017639_00100,NC_007675_00027,NC_013437_00116,NC_017639_00094,NC_019094_00090,NC_010409_00124,NC_022651_00077	MOBF	NZ_CP012164	Conjugative	CP039405	0	76	CP039405	2377	2559	2725	2896	3122	3372	3654	4037	4538	5255	7954
CP039425	1	137948	67.447154	-	-	-	-	-	-	-	-	Non-mobilizable	CP039425	0	6968	CP039425	4783	5128	5485	5868	6333	6887	7539	8373	9472	11096	16945
CP039426	1	99421	68.41009445	-	-	MOBP	CP039426_00082	-	-	-	-	Mobilizable	CP039426	0	6969	CP039426	4784	5129	5486	5869	6334	6888	7540	8374	9473	11097	16946
CP039433	1	104493	65.5756845	rep_cluster_1307	000625__KX443392	MOBF	NC_014247_00013	MPF_T	NC_002576_00039	-	-	Conjugative	CP039433	0	4696	CP039433	4744	5088	5444	5823	6288	6839	7490	8324	9423	11046	16894
CP039449	1	29324	28.68640022	rep_cluster_2214,rep_cluster_1017,rep_cluster_1733	AP003139,000261__GQ900456,CP000737	MOBV	AB304512_00007	-	-	MOBQ	AF001314	Mobilizable	CP039449	0	2964	CP039449	4297	4630	4967	5331	5770	6297	6920	7724	8790	10373	15982
CP039450	1	3011	28.96047825	rep_cluster_1017	GQ900473	-	-	-	-	MOB_unknown	LN890519	Mobilizable	CP039450	0	548	CP039450	4271	4597	4931	5293	5729	6249	6865	7660	8721	10293	15804
CP039454	1	151140	52.01071854	IncFIB,IncFII	CP039454_00078,CP019890_00139	MOBF	NC_014107_00160	MPF_F	NC_014107_00125,NC_014107_00126,NC_014107_00127,NC_009425_00108,NC_014107_00135,NC_014107_00137,NC_014107_00139,NC_014107_00145,NC_014107_00146,NC_014107_00154,NC_014107_00155,NC_014107_00159	-	-	Conjugative	CP039454	0	6144	CP039454	2279	2442	2593	2745	2938	3156	3399	3734	4138	4694	6824
CP039461	1	20485	37.52501831	-	-	-	-	-	-	-	-	Non-mobilizable	CP039461	0	8629	CP039461	1439	1521	1585	1635	1706	1776	1863	1996	2148	2359	3156
CP039468	1	81934	49.9780311	IncFII	000114__CP015527	MOBF	NC_019125_00139	MPF_F	NC_021871_00015,NC_019125_00135,NC_021817_00013,NC_019342_00064,NZ_AGTD01000004_00091,NC_019342_00058,NZ_AGTD01000004_00094,NC_021871_00022,NC_021817_00023,NC_021817_00021,NC_021817_00020	MOBF	NZ_AFDA02000006	Conjugative	CP039468	0	23	CP039468	2335	2508	2666	2825	3032	3266	3527	3884	4315	4902	7104
CP039475	1	95348	49.29311574	IncI1/B/O	DQ017661	MOBP	NC_019097	MPF_I	NC_019097_00085,NZ_CM001473_00069,NC_022267_00069,NC_019097_00075,NC_015965_00072,NC_023290_00086,NC_019111_00038,NC_022267_00057,NC_019097_00056	MOBP	HM021326	Conjugative	CP039475	0	13	CP039475	2353	2529	2690	2851	3064	3306	3569	3942	4400	5045	7420
CP039490	1	131067	49.08863406	IncI-gamma/K1	MF344575	MOBP	NC_019097	MPF_I	NC_022267_00069,NZ_CM001473_00069,NC_019097_00085,NC_019097_00056,NC_022267_00057,NC_019111_00038,NC_023290_00086,NC_015965_00072,NC_019097_00075	MOBP	JN253636	Conjugative	CP039490	0	8	CP039490	2353	2529	2690	2851	3064	3306	3569	3942	4414	5101	7604
CP039495	1	47543	48.6591086	-	-	-	-	-	-	-	-	Non-mobilizable	CP039495	0	6711	CP039495	1554	1653	1730	1792	1873	1957	2063	2220	2389	2622	3529
CP039505	1	2733	47.89608489	-	-	MOBV	CP042516_00001	-	-	-	-	Mobilizable	CP039505	0	342	CP039505	1250	1323	1377	1417	1479	1537	1613	1738	1874	2060	2749
CP039506	1	5900	50.06779661	-	-	MOBP	NC_017723_00002	-	-	-	-	Mobilizable	CP039506	0	378	CP039506	1778	1887	1981	2060	2161	2267	2399	2579	2771	3031	4018
CP039507	1	2495	51.46292585	rep_cluster_2335	KU302809_00001	-	-	-	-	MOB_unknown	NC_017722	Mobilizable	CP039507	0	1330	CP039507	1868	1992	2104	2210	2346	2493	2650	2864	3107	3436	4880
CP039508	1	2579	50.56223342	rep_cluster_2335	KU302809_00001	-	-	-	-	MOBP	CP018223	Mobilizable	CP039508	0	1429	CP039508	1874	2000	2113	2220	2357	2504	2661	2877	3121	3452	4917
CP039510	1	5900	50.06779661	-	-	MOBP	NC_017723_00002	-	-	-	-	Mobilizable	CP039510	0	378	CP039510	1778	1887	1981	2060	2161	2267	2399	2579	2771	3031	4019
CP039511	1	2733	47.89608489	-	-	MOBV	CP042516_00001	-	-	-	-	Mobilizable	CP039511	0	342	CP039511	1250	1323	1377	1417	1479	1537	1613	1738	1874	2060	2748
CP039513	1	81615	52.53568584	IncFIA,IncFIC	MK878891_00042,AY458016	MOBF	NC_017627_00068	MPF_F	NC_022651_00077,NC_010409_00124,NC_019094_00090,NC_017639_00094,NC_013437_00116,NC_007675_00027,NC_017639_00100,NC_018966_00040,NC_019094_00068,NC_010719_00097,NC_008460_00107,NC_019072_00073	MOBP	AP014804	Conjugative	CP039513	0	110	CP039513	2377	2560	2729	2903	3139	3406	3707	4131	4696	5517	8479
CP039514	1	2498	51.48118495	rep_cluster_2335	KU302809_00001	-	-	-	-	MOB_unknown	NC_017722	Mobilizable	CP039514	0	1330	CP039514	1868	1992	2104	2210	2346	2493	2650	2864	3107	3436	4887
CP039515	1	2450	50.7755102	rep_cluster_2335	EF088686_00008	-	-	-	-	MOBP	CP018223	Mobilizable	CP039515	0	1429	CP039515	1874	2000	2113	2220	2357	2504	2661	2877	3121	3452	4928
CP039521	1	5602	33.27383077	rep_cluster_1172	000453__KU549174_00001	-	-	-	-	-	-	Non-mobilizable	CP039521	0	6945	CP039521	2013	2149	2279	2402	2561	2736	2918	3158	3420	3776	5402
CP039559	1	246505	45.91347032	IncFIA,IncHI1B	CP032169_00114,AF250878	MOBH	NC_013365_00169	MPF_F	NC_005211_00030,NC_019360_00278,NC_009981_00239,NC_019360_00256,NC_019360_00255,NC_002305_00120,NC_002305_00127	-	-	Conjugative	CP039559	0	918	CP039559	2431	2623	2805	2993	3244	3536	3880	4361	5046	6131	9936
CP039562	1	178506	52.22065365	IncC	000092__CP025470	MOBF,MOBH	NC_017627_00068,NC_012885_00072	MPF_F	NC_022651_00077,NC_010409_00124,NC_019094_00090,NC_017639_00094,NC_013437_00116,NC_007675_00027,NC_017639_00100,NC_018966_00040,NC_010488_00021,NC_014615_00033,NC_010719_00096,08-5333_00200,NC_012885_00167,NC_009140_00071	MOBH	JQ319772	Conjugative	CP039562	0	161	CP039562	2422	2611	2790	2970	3218	3502	3836	4301	4944	5885	9264
CP039563	1	4148	42.57473481	rep_cluster_2370	CP039563_00003	MOBF	CP019897	-	-	MOB_unknown	CP010224	Mobilizable	CP039563	0	300	CP039563	1848	1963	2067	2157	2275	2402	2552	2754	2985	3298	4624
CP039570	1	4593	50.44633137	ColRNAI_rep_cluster_1857	GQ470395_00001	MOBP,MOBP	NC_014003_00004,NC_017321_00002	-	-	MOBP	NZ_CP011065	Mobilizable	CP039570	0	1612	CP039570	1788	1897	1991	2072	2177	2288	2425	2611	2818	3096	4173
CP039571	1	4418	52.91987325	ColRNAI_rep_cluster_1987	CP041116_00002	MOBP	NC_013090_00004	-	-	MOBP	CP018941	Mobilizable	CP039571	0	1764	CP039571	1892	2020	2136	2247	2388	2546	2716	2944	3194	3537	5136
CP039573	1	4593	50.42455911	ColRNAI_rep_cluster_1857	GQ470395_00001	MOBP,MOBP	NC_014003_00004,NC_017321_00002	-	-	MOBP	NZ_CP011065	Mobilizable	CP039573	0	1612	CP039573	1788	1897	1991	2072	2177	2288	2425	2611	2818	3096	4174
CP039574	1	4418	52.91987325	ColRNAI_rep_cluster_1987	CP041116_00002	MOBP	NC_013090_00004	-	-	MOBP	CP018941	Mobilizable	CP039574	0	1764	CP039574	1892	2020	2136	2247	2388	2546	2716	2944	3194	3537	5137
CP039575	1	3003	45.25474525	rep_cluster_2350	CP041342_00001	MOBF	CP019897	-	-	-	-	Mobilizable	CP039575	0	275	CP039575	1848	1963	2067	2158	2280	2411	2561	2763	2994	3312	4652
CP039577	1	148809	52.25691994	IncFII,IncFIB	000114__CP015527,000101__NZ_CP012345_00042	MOBF	NC_007208_00043	MPF_F	NC_021155_00062,NC_003277_00107,NC_014615_00033,NC_017054_00100,NC_017054_00098,NC_017054_00096,NC_017054_00095,NC_013437_00116,NC_019112_00063,NC_019094_00090,NC_019002_00072,NC_022651_00077	-	-	Conjugative	CP039577	0	19	CP039577	2347	2520	2680	2841	3051	3286	3548	3909	4345	4938	7170
CP039578	1	3208	49.3765586	rep_cluster_2350	CP041342_00001	MOBF	CP019897	-	-	MOB_unknown	NZ_CP011607	Mobilizable	CP039578	0	312	CP039578	1848	1963	2067	2159	2281	2412	2563	2765	2996	3314	4655
CP039580	1	125502	53.28919061	IncFII,IncFIB	000114__CP015527,000101__NZ_CP012345_00042	MOBF	NC_007208_00043	MPF_F	NC_014615_00033,NC_003277_00107,NC_021155_00062,NC_022651_00077,NC_019002_00072,NC_019094_00090,NC_019112_00063,NC_013437_00116,NC_017054_00095,NC_017054_00096,NC_017054_00098,NC_017054_00100	-	-	Conjugative	CP039580	0	19	CP039580	2347	2520	2680	2841	3051	3286	3548	3909	4345	4938	7168
CP039584	1	3208	49.3765586	rep_cluster_2350	CP041342_00001	MOBF	CP019897	-	-	MOB_unknown	NZ_CP011607	Mobilizable	CP039584	0	312	CP039584	1848	1963	2067	2159	2281	2412	2563	2765	2996	3314	4657
