GenomeID	num_contigs	total_length	gc	rep_type(s)	rep_type_accession(s)	relaxase_type(s)	relaxase_type_accession(s)	mpf_type	mpf_type_accession(s)	orit_type(s)	orit_accession(s)	PredictedMobility	mash_nearest_neighbor	mash_neighbor_distance	mash_neighbor_cluster	GenomeID	clust_0.1	clust_0.09	clust_0.08	clust_0.07	clust_0.06	clust_0.05	clust_0.04	clust_0.03	clust_0.02	clust_0.01	clust_0
HG796342	1	3596	49.16573971	-	-	-	-	-	-	-	-	Non-mobilizable	HG796342	0	6314	HG796342	1702	1774	1830	1907	1970	2037	2129	2241	2396	2616	3647
HG796343	1	3586	37.6742889	-	-	-	-	-	-	-	-	Non-mobilizable	HG796343	0	8732	HG796343	5785	6082	6443	6855	7329	7876	8548	9371	10424	11976	17613
HG796344	1	3552	32.20720721	-	-	MOBV	HG796344_00003	-	-	-	-	Mobilizable	HG796344	0	8733	HG796344	5786	6083	6444	6856	7330	7877	8549	9372	10425	11977	17614
HG796345	1	3499	49.87139183	-	-	-	-	-	-	-	-	Non-mobilizable	HG796345	0	8734	HG796345	5787	6084	6445	6857	7331	7878	8550	9373	10426	11978	17615
HG796346	1	3411	45.08941659	-	-	-	-	-	-	-	-	Non-mobilizable	HG796346	0	8735	HG796346	5788	6085	6446	6858	7332	7879	8551	9374	10427	11979	17616
HG796347	1	3396	60.65959953	-	-	-	-	-	-	-	-	Non-mobilizable	HG796347	0	8736	HG796347	5789	6086	6447	6859	7333	7880	8552	9375	10428	11980	17617
HG796349	1	3374	41.6716064	rep_cluster_1890	001322__HG796349_00006	-	-	-	-	-	-	Non-mobilizable	HG796349	0	6336	HG796349	1676	1748	1803	1879	1942	2008	2099	2211	2364	2584	3614
HG796350	1	3324	35.25872443	-	-	-	-	-	-	-	-	Non-mobilizable	HG796350	0	8737	HG796350	5790	6087	6448	6860	7334	7881	8553	9376	10429	11981	17618
HG796351	1	3309	40.22363252	-	-	MOBV	HG796351_00002	-	-	-	-	Mobilizable	HG796351	0	8738	HG796351	5791	6088	6449	6861	7335	7882	8554	9377	10430	11982	17619
HG796352	1	3295	31.83611533	-	-	MOBV	HG796352_00003	-	-	-	-	Mobilizable	HG796352	0	6308	HG796352	1705	1777	1833	1910	1973	2040	2132	2244	2399	2619	3650
HG796354	1	3239	50.2933004	-	-	MOBV	HG796354_00001	-	-	-	-	Mobilizable	HG796354	0	8739	HG796354	5792	6089	6450	6862	7336	7883	8555	9378	10431	11983	17620
HG796356	1	3144	39.7264631	-	-	MOBV	HG796356_00001	-	-	-	-	Mobilizable	HG796356	0	8740	HG796356	5793	6090	6451	6863	7337	7884	8556	9379	10432	11984	17621
HG796357	1	3103	37.89880761	rep_cluster_1620	001005__HG796357_00001	-	-	-	-	-	-	Non-mobilizable	HG796357	0	8741	HG796357	5794	6091	6452	6864	7338	7885	8557	9380	10433	11985	17622
HG796358	1	3106	30.4893754	-	-	-	-	-	-	-	-	Non-mobilizable	HG796358	0	6310	HG796358	1707	1779	1835	1912	1975	2042	2134	2246	2401	2621	3652
HG796359	1	3041	44.13022032	-	-	-	-	-	-	-	-	Non-mobilizable	HG796359	0	6342	HG796359	1668	1740	1795	1871	1934	2000	2091	2203	2356	2576	3606
HG796360	1	3015	39.13764511	-	-	-	-	-	-	-	-	Non-mobilizable	HG796360	0	8742	HG796360	5795	6092	6453	6865	7339	7886	8558	9381	10434	11986	17623
HG796361	1	3013	46.79721208	rep_cluster_1342	000660__HG796361_00001	-	-	-	-	-	-	Non-mobilizable	HG796361	0	6344	HG796361	1670	1742	1797	1873	1936	2002	2093	2205	2358	2578	3608
HG796363	1	2924	36.79890561	-	-	MOBV	HG796363_00002	-	-	-	-	Mobilizable	HG796363	0	8743	HG796363	5796	6093	6454	6866	7340	7887	8559	9382	10435	11987	17624
HG796364	1	2920	37.94520548	rep_cluster_872	002352__HG796364_00001	-	-	-	-	-	-	Non-mobilizable	HG796364	0	6348	HG796364	1666	1738	1793	1869	1932	1998	2089	2201	2354	2574	3604
HG796365	1	2874	56.05427975	-	-	-	-	-	-	-	-	Non-mobilizable	HG796365	0	8744	HG796365	5797	6094	6455	6867	7341	7888	8560	9383	10436	11988	17625
HG796366	1	2870	37.00348432	rep_cluster_1427	000767__HG796366_00001	-	-	-	-	-	-	Non-mobilizable	HG796366	0	8745	HG796366	5798	6095	6456	6868	7342	7889	8561	9384	10437	11989	17626
HG796367	1	2862	47.97344514	-	-	-	-	-	-	-	-	Non-mobilizable	HG796367	0	6343	HG796367	1669	1741	1796	1872	1935	2001	2092	2204	2357	2577	3607
HG796373	1	2779	56.71104714	-	-	-	-	-	-	-	-	Non-mobilizable	HG796373	0	5988	HG796373	1953	2037	2106	2190	2266	2346	2462	2594	2774	3037	4157
HG796374	1	2774	48.70223504	rep_cluster_1867	001300__HG796374_00002	-	-	-	-	-	-	Non-mobilizable	HG796374	0	6319	HG796374	1693	1765	1821	1898	1961	2028	2119	2231	2386	2606	3637
HG796376	1	2745	42.18579235	-	-	-	-	-	-	-	-	Non-mobilizable	HG796376	0	6338	HG796376	1674	1746	1801	1877	1940	2006	2097	2209	2362	2582	3612
HG796379	1	2721	45.90224182	-	-	-	-	-	-	-	-	Non-mobilizable	HG796379	0	6311	HG796379	1703	1775	1831	1908	1971	2038	2130	2242	2397	2617	3648
HG796380	1	2713	45.30040546	-	-	-	-	-	-	-	-	Non-mobilizable	HG796380	0	6341	HG796380	5163	5460	5821	6233	6707	7254	7926	8749	9802	11354	16991
HG796382	1	2691	59.6804162	-	-	-	-	-	-	-	-	Non-mobilizable	HG796382	0	6136	HG796382	1834	1909	1974	2055	2129	2205	2313	2438	2609	2850	3926
HG796388	1	2642	32.55109765	-	-	-	-	-	-	-	-	Non-mobilizable	HG796388	0	6339	HG796388	1675	1747	1802	1878	1941	2007	2098	2210	2363	2583	3613
HG796394	1	2606	44.85801995	-	-	-	-	-	-	-	-	Non-mobilizable	HG796394	0	5634	HG796394	2204	2301	2385	2485	2584	2698	2844	3023	3250	3574	4870
HG796399	1	2522	40.5630452	-	-	-	-	-	-	-	-	Non-mobilizable	HG796399	0	8746	HG796399	5799	6096	6457	6869	7343	7890	8562	9385	10438	11990	17627
HG796400	1	2522	35.40840603	-	-	-	-	-	-	-	-	Non-mobilizable	HG796400	0	8747	HG796400	5800	6097	6458	6870	7344	7891	8563	9386	10439	11991	17628
HG796403	1	2495	51.46292585	rep_cluster_2335	KU302809_00001	-	-	-	-	MOB_unknown	NC_017722	Mobilizable	HG796403	0	1330	HG796403	4636	4906	5226	5590	5984	6444	6993	7638	8401	9505	13827
HG796404	1	2482	60.19339243	-	-	-	-	-	-	-	-	Non-mobilizable	HG796404	0	8748	HG796404	5801	6098	6459	6871	7345	7892	8564	9387	10440	11992	17629
HG796405	1	2480	42.66129032	-	-	-	-	-	-	-	-	Non-mobilizable	HG796405	0	6337	HG796405	1677	1749	1804	1880	1943	2009	2100	2212	2365	2585	3615
HG796411	1	2399	52.60525219	-	-	-	-	-	-	-	-	Non-mobilizable	HG796411	0	8749	HG796411	5802	6099	6460	6872	7346	7893	8565	9388	10441	11993	17630
HG796412	1	2378	30.23549201	-	-	-	-	-	-	-	-	Non-mobilizable	HG796412	0	8750	HG796412	5803	6100	6461	6873	7347	7894	8566	9389	10442	11994	17631
HG796416	1	2302	35.66463944	-	-	-	-	-	-	-	-	Non-mobilizable	HG796416	0	8751	HG796416	5804	6101	6462	6874	7348	7895	8567	9390	10443	11995	17632
HG796418	1	2272	30.01760563	-	-	-	-	-	-	-	-	Non-mobilizable	HG796418	0	8752	HG796418	5805	6102	6463	6875	7349	7896	8568	9391	10444	11996	17633
HG796419	1	2263	54.79452055	-	-	-	-	-	-	-	-	Non-mobilizable	HG796419	0	8753	HG796419	5806	6103	6464	6876	7350	7897	8569	9392	10445	11997	17634
HG796421	1	2238	37.04200179	-	-	-	-	-	-	-	-	Non-mobilizable	HG796421	0	8754	HG796421	5807	6104	6465	6877	7351	7898	8570	9393	10446	11998	17635
HG796426	1	2154	43.40761374	-	-	-	-	-	-	-	-	Non-mobilizable	HG796426	0	8755	HG796426	5808	6105	6466	6878	7352	7899	8571	9394	10447	11999	17636
HG796428	1	2084	57.62955854	-	-	-	-	-	-	-	-	Non-mobilizable	HG796428	0	6323	HG796428	1689	1761	1817	1894	1957	2024	2115	2227	2382	2602	3633
HG796430	1	2006	35.3439681	-	-	-	-	-	-	-	-	Non-mobilizable	HG796430	0	5701	HG796430	2162	2258	2340	2438	2535	2644	2788	2962	3183	3503	4778
HG796434	1	1976	56.27530364	ColpVC	JX133088	-	-	-	-	MOBP	KF992024	Mobilizable	HG796434	0	1945	HG796434	4499	4753	5048	5381	5736	6147	6663	7273	7986	9022	12825
HG796436	1	1950	49.58974359	-	-	-	-	-	-	-	-	Non-mobilizable	HG796436	0	334	HG796436	4502	4756	5051	5385	5742	6154	6671	7282	7997	9034	12844
HG796438	1	1943	48.01852805	-	-	-	-	-	-	-	-	Non-mobilizable	HG796438	0	6334	HG796438	1671	1743	1798	1874	1937	2003	2094	2206	2359	2579	3609
HG796439	1	1941	55.1262236	-	-	-	-	-	-	-	-	Non-mobilizable	HG796439	0	8756	HG796439	5809	6106	6467	6879	7353	7900	8572	9395	10448	12000	17637
HG796440	1	1934	51.2409514	ColpVC	JX133088	-	-	-	-	-	-	Non-mobilizable	HG796440	0	1940	HG796440	4497	4751	5046	5379	5733	6143	6659	7269	7980	9015	12811
HG796443	1	1898	44.57323498	-	-	-	-	-	-	-	-	Non-mobilizable	HG796443	0	6335	HG796443	1672	1744	1799	1875	1938	2004	2095	2207	2360	2580	3610
HG796447	1	1839	51.76726482	-	-	-	-	-	-	-	-	Non-mobilizable	HG796447	0	6317	HG796447	1695	1767	1823	1900	1963	2030	2121	2233	2388	2608	3639
HG796448	1	1814	38.86438809	-	-	-	-	-	-	-	-	Non-mobilizable	HG796448	0	6333	HG796448	1680	1752	1807	1883	1946	2012	2103	2215	2368	2588	3618
HG796449	1	1811	54.50027609	-	-	-	-	-	-	-	-	Non-mobilizable	HG796449	0	8757	HG796449	5810	6107	6468	6880	7354	7901	8573	9396	10449	12001	17638
HG796453	1	1789	33.92956959	-	-	-	-	-	-	-	-	Non-mobilizable	HG796453	0	8758	HG796453	5811	6108	6469	6881	7355	7902	8574	9397	10450	12002	17639
HG796462	1	1762	45.3461975	rep_cluster_1839	001265__HG796462_00001	-	-	-	-	-	-	Non-mobilizable	HG796462	0	8759	HG796462	5812	6109	6470	6882	7356	7903	8575	9398	10451	12003	17640
HG796478	1	1698	59.7762073	-	-	-	-	-	-	-	-	Non-mobilizable	HG796478	0	8760	HG796478	5813	6110	6471	6883	7357	7904	8576	9399	10452	12004	17641
HG796494	1	1637	41.0507025	-	-	-	-	-	-	-	-	Non-mobilizable	HG796494	0	8761	HG796494	5814	6111	6472	6884	7358	7905	8577	9400	10453	12005	17642
HG796495	1	1636	50.24449878	-	-	-	-	-	-	-	-	Non-mobilizable	HG796495	0	8762	HG796495	5815	6112	6473	6885	7359	7906	8578	9401	10454	12006	17643
HG796501	1	1620	42.40740741	-	-	-	-	-	-	-	-	Non-mobilizable	HG796501	0	8763	HG796501	5816	6113	6474	6886	7360	7907	8579	9402	10455	12007	17644
HG796521	1	1567	46.84109764	-	-	-	-	-	-	-	-	Non-mobilizable	HG796521	0	8764	HG796521	5817	6114	6475	6887	7361	7908	8580	9403	10456	12008	17645
HG796540	1	1514	41.34742404	-	-	-	-	-	-	-	-	Non-mobilizable	HG796540	0	8765	HG796540	5818	6115	6476	6888	7362	7909	8581	9404	10457	12009	17646
HG796769	1	8935	43.52546167	rep_cluster_1097	000350__EU818711_00002	MOBB	EU818711_00007	-	-	-	-	Mobilizable	HG796769	0	6329	HG796769	1681	1753	1808	1884	1947	2013	2104	2216	2369	2589	3620
HG796770	1	8882	38.29092547	-	-	-	-	-	-	-	-	Non-mobilizable	HG796770	0	4576	HG796770	1684	1756	1812	1889	1952	2019	2110	2222	2377	2597	3628
HG796772	1	4706	37.16532087	rep_cluster_1773	001192__HG796772_00001	MOBV	HG796772_00002	-	-	-	-	Mobilizable	HG796772	0	5805	HG796772	2087	2180	2258	2356	2449	2553	2692	2860	3072	3389	4648
HG796773	1	5228	35.78806427	rep_cluster_677	002145__HG796773_00006	-	-	-	-	-	-	Non-mobilizable	HG796773	0	5354	HG796773	2412	2525	2623	2732	2842	2969	3144	3339	3582	3924	5293
HG796774	1	5534	42.1937116	-	-	-	-	-	-	-	-	Non-mobilizable	HG796774	0	4570	HG796774	2967	3101	3228	3369	3525	3689	3914	4168	4477	4922	6613
HG796775	1	7934	38.29089992	rep_cluster_1097	000351__HG796775_00008	-	-	-	-	-	-	Non-mobilizable	HG796775	0	6330	HG796775	1681	1753	1808	1885	1948	2014	2105	2217	2370	2590	3621
HG796777	1	4785	41.6091954	-	-	MOBP	CP036554_00001	-	-	-	-	Mobilizable	HG796777	0	507	HG796777	4854	5146	5496	5897	6349	6876	7517	8295	9293	10769	16200
HG796778	1	3571	36.04032484	-	-	-	-	-	-	-	-	Non-mobilizable	HG796778	0	6307	HG796778	1710	1782	1838	1915	1978	2045	2137	2249	2404	2624	3655
HG796779	1	5934	40.83249073	rep_cluster_1085	000336__KJ830768_00009	MOBB	CP036551_00003	-	-	-	-	Mobilizable	HG796779	0	4572	HG796779	1682	1754	1809	1886	1949	2015	2106	2218	2371	2591	3622
HG796781	1	5369	42.31700503	rep_cluster_1079	000332__CP002533_00005	MOBB	CP036551_00003	-	-	-	-	Mobilizable	HG796781	0	4573	HG796781	1682	1754	1810	1887	1950	2016	2107	2219	2374	2594	3625
HG796783	1	2650	48.52830189	-	-	-	-	-	-	-	-	Non-mobilizable	HG796783	0	8766	HG796783	5819	6116	6477	6889	7363	7910	8582	9405	10458	12010	17647
HG796786	1	3057	47.95551194	-	-	MOBV	HG796786_00002	-	-	-	-	Mobilizable	HG796786	0	6328	HG796786	5162	5459	5820	6232	6706	7253	7925	8748	9801	11353	16990
HG796787	1	4098	34.43142997	-	-	-	-	-	-	-	-	Non-mobilizable	HG796787	0	8767	HG796787	5820	6117	6478	6890	7364	7911	8583	9406	10459	12011	17648
HG796788	1	3769	66.22446272	-	-	-	-	-	-	-	-	Non-mobilizable	HG796788	0	8768	HG796788	5821	6118	6479	6891	7365	7912	8584	9407	10460	12012	17649
HG796789	1	4066	37.38317757	-	-	-	-	-	-	-	-	Non-mobilizable	HG796789	0	6326	HG796789	1688	1760	1816	1893	1956	2023	2114	2226	2381	2601	3632
HG796790	1	4299	34.31030472	-	-	-	-	-	-	-	-	Non-mobilizable	HG796790	0	8769	HG796790	5822	6119	6480	6892	7366	7913	8585	9408	10461	12013	17650
HG796791	1	4773	38.78064111	-	-	-	-	-	-	-	-	Non-mobilizable	HG796791	0	8770	HG796791	5823	6120	6481	6893	7367	7914	8586	9409	10462	12014	17651
HG796793	1	3924	47.91029562	-	-	MOBV	HG796793_00001	-	-	-	-	Mobilizable	HG796793	0	8771	HG796793	5824	6121	6482	6894	7368	7915	8587	9410	10463	12015	17652
HG796794	1	2980	34.96644295	rep_cluster_1746	001166__HG796794_00002	MOBV	HG796794_00003	-	-	-	-	Mobilizable	HG796794	0	8772	HG796794	5825	6122	6483	6895	7369	7916	8588	9411	10464	12016	17653
HG796795	1	6931	41.22060309	-	-	-	-	-	-	-	-	Non-mobilizable	HG796795	0	4571	HG796795	2968	3102	3229	3370	3526	3690	3915	4169	4478	4923	6614
HG796796	1	3521	24.65208748	-	-	-	-	-	-	-	-	Non-mobilizable	HG796796	0	8773	HG796796	5826	6123	6484	6896	7370	7917	8589	9412	10465	12017	17654
HG796799	1	3000	38.56666667	-	-	-	-	-	-	-	-	Non-mobilizable	HG796799	0	5808	HG796799	2090	2183	2261	2359	2452	2556	2695	2863	3075	3392	4651
HG796800	1	2994	26.95390782	rep_cluster_1477	000816__HG796800_00002	MOBV	HG796800_00001	-	-	-	-	Mobilizable	HG796800	0	8774	HG796800	5827	6124	6485	6897	7371	7918	8590	9413	10466	12018	17655
HG796801	1	2109	56.47226174	-	-	-	-	-	-	-	-	Non-mobilizable	HG796801	0	8775	HG796801	5828	6125	6486	6898	7372	7919	8591	9414	10467	12019	17656
HG796802	1	2003	33.54967549	-	-	-	-	-	-	-	-	Non-mobilizable	HG796802	0	8776	HG796802	5829	6126	6487	6899	7373	7920	8592	9415	10468	12020	17657
HG796804	1	2065	55.93220339	-	-	-	-	-	-	-	-	Non-mobilizable	HG796804	0	6324	HG796804	1690	1762	1818	1895	1958	2025	2116	2228	2383	2603	3634
HG796807	1	3339	48.098233	-	-	-	-	-	-	-	-	Non-mobilizable	HG796807	0	8777	HG796807	5830	6127	6488	6900	7374	7921	8593	9416	10469	12021	17658
HG796808	1	2376	44.82323232	-	-	-	-	-	-	-	-	Non-mobilizable	HG796808	0	6322	HG796808	1692	1764	1820	1897	1960	2027	2118	2230	2385	2605	3636
HG796810	1	3627	30.43837883	-	-	MOBV	HG796810_00002	-	-	-	-	Mobilizable	HG796810	0	8778	HG796810	5831	6128	6489	6901	7375	7922	8594	9417	10470	12022	17659
HG796811	1	3231	36.11884865	-	-	-	-	-	-	-	-	Non-mobilizable	HG796811	0	6305	HG796811	1708	1780	1836	1913	1976	2043	2135	2247	2402	2622	3653
HG796812	1	2773	50.91958168	rep_cluster_1683	001085__HG796812_00002	MOBV	HG796812_00001	-	-	-	-	Mobilizable	HG796812	0	6320	HG796812	1694	1766	1822	1899	1962	2029	2120	2232	2387	2607	3638
HG796814	1	4167	31.36549076	-	-	-	-	-	-	-	-	Non-mobilizable	HG796814	0	8779	HG796814	5832	6129	6490	6902	7376	7923	8595	9418	10471	12023	17660
HG796817	1	2643	43.43548997	-	-	-	-	-	-	-	-	Non-mobilizable	HG796817	0	8780	HG796817	5833	6130	6491	6903	7377	7924	8596	9419	10472	12024	17661
HG796818	1	2010	41.5920398	-	-	-	-	-	-	-	-	Non-mobilizable	HG796818	0	5806	HG796818	2088	2181	2259	2357	2450	2554	2693	2861	3073	3390	4649
HG796820	1	2261	45.11278195	-	-	-	-	-	-	-	-	Non-mobilizable	HG796820	0	6318	HG796820	1696	1768	1824	1901	1964	2031	2122	2234	2389	2609	3640
HG796825	1	2282	55.03943909	-	-	-	-	-	-	-	-	Non-mobilizable	HG796825	0	6316	HG796825	1697	1769	1825	1902	1965	2032	2123	2235	2390	2610	3641
HG796826	1	2625	61.33333333	rep_cluster_1896	001331__HG796826_00001	-	-	-	-	-	-	Non-mobilizable	HG796826	0	8781	HG796826	5834	6131	6492	6904	7378	7925	8597	9420	10473	12025	17662
HG796827	1	2730	37.47252747	-	-	-	-	-	-	-	-	Non-mobilizable	HG796827	0	8782	HG796827	5835	6132	6493	6905	7379	7926	8598	9421	10474	12026	17663
HG796829	1	2848	55.79353933	-	-	-	-	-	-	-	-	Non-mobilizable	HG796829	0	8783	HG796829	5836	6133	6494	6906	7380	7927	8599	9422	10475	12027	17664
HG796830	1	2635	56.9259962	rep_cluster_1781	001208__HG796830_00003	-	-	-	-	-	-	Non-mobilizable	HG796830	0	6295	HG796830	1698	1770	1826	1903	1966	2033	2125	2237	2392	2612	3643
HG796831	1	2276	55.00878735	-	-	-	-	-	-	-	-	Non-mobilizable	HG796831	0	6316	HG796831	1697	1769	1825	1902	1965	2032	2124	2236	2391	2611	3642
HG796833	1	1751	52.42718447	-	-	-	-	-	-	-	-	Non-mobilizable	HG796833	0	6315	HG796833	1700	1772	1828	1905	1968	2035	2127	2239	2394	2614	3645
HG796835	1	2606	45.51036071	-	-	-	-	-	-	-	-	Non-mobilizable	HG796835	0	6312	HG796835	1704	1776	1832	1909	1972	2039	2131	2243	2398	2618	3649
HG796843	1	3031	30.88089739	-	-	-	-	-	-	-	-	Non-mobilizable	HG796843	0	6309	HG796843	1706	1778	1834	1911	1974	2041	2133	2245	2400	2620	3651
HG796847	1	1901	34.98158864	-	-	-	-	-	-	-	-	Non-mobilizable	HG796847	0	6306	HG796847	1709	1781	1837	1914	1977	2044	2136	2248	2403	2623	3654
HG796849	1	1705	44.2228739	-	-	-	-	-	-	-	-	Non-mobilizable	HG796849	0	8784	HG796849	5837	6134	6495	6907	7381	7928	8600	9423	10476	12028	17665
HG796850	1	1896	42.82700422	-	-	-	-	-	-	-	-	Non-mobilizable	HG796850	0	8785	HG796850	5838	6135	6496	6908	7382	7929	8601	9424	10477	12029	17666
HG796852	1	1553	48.35801674	-	-	-	-	-	-	-	-	Non-mobilizable	HG796852	0	8786	HG796852	5839	6136	6497	6909	7383	7930	8602	9425	10478	12030	17667
HG796854	1	1606	45.39227895	-	-	-	-	-	-	-	-	Non-mobilizable	HG796854	0	8787	HG796854	5840	6137	6498	6910	7384	7931	8603	9426	10479	12031	17668
HG796856	1	1937	33.91843056	-	-	-	-	-	-	-	-	Non-mobilizable	HG796856	0	8788	HG796856	5841	6138	6499	6911	7385	7932	8604	9427	10480	12032	17669
HG803186	1	79258	46.39153145	rep_cluster_1601	000985__HG803186_00080	-	-	-	-	-	-	Non-mobilizable	HG803186	0	3925	HG803186	3406	3571	3744	3927	4137	4350	4643	4965	5347	5880	7810
HG803547	1	3898	28.65572088	rep_cluster_1118	000386__HG803547_00001	MOBV	NC_023313_00003	-	-	-	-	Mobilizable	HG803547	0	2155	HG803547	4393	4643	4932	5258	5603	5995	6499	7088	7779	8781	12458
HG813238	1	68763	60.38567253	rep_cluster_698	002164__HG813238_00001	MOBP	HG813238_00034	MPF_I	NC_023072_00057,NC_023072_00061,NC_023072_00062,NC_023072_00063,NC_023072_00066,NC_023072_00067,NC_023072_00077,NC_023072_00089	-	-	Conjugative	HG813238	0	2492	HG813238	4224	4455	4714	5010	5316	5661	6114	6634	7233	8090	11300
HG813243	1	4439	30.09686866	rep_cluster_1118	000379__NC_013452_00003	MOBV	NC_010262_00002	-	-	-	-	Mobilizable	HG813243	0	2219	HG813243	4352	4598	4883	5203	5544	5927	6426	7006	7686	8667	12259
HG813244	1	11152	27.54662841	rep_cluster_1439	000779__HG813244_00001	MOBV	CP034114_00004	-	-	-	-	Mobilizable	HG813244	0	6300	HG813244	1711	1783	1839	1916	1979	2046	2138	2250	2406	2627	3660
HG813245	1	33094	28.01716323	-	-	MOBP	CP034112_00034	-	-	-	-	Mobilizable	HG813245	0	2208	HG813245	4360	4607	4893	5213	5555	5940	6441	7025	7708	8695	12322
HG813246	1	58811	28.07127918	rep_cluster_2222,rep_cluster_2215,rep_cluster_2214	AF447813,AE015934,GQ900405	MOBV	CP034114_00004	-	-	-	-	Mobilizable	HG813246	0	6304	HG813246	1713	1785	1842	1919	1982	2050	2142	2254	2412	2633	3666
HG916853	1	151687	59.6511237	rep_cluster_577	001976__HG916853_00001	MOBQ	NC_008383_00124	MPF_T	NC_008383_00121,NC_010865_00164,NC_008383_00141	-	-	Conjugative	HG916853	0	4494	HG916853	3031	3168	3298	3440	3599	3769	4002	4260	4572	5022	6730
HG917973	1	114229	64.07654799	rep_cluster_1588	000963__HG917973_00054	MOBF	HG917973_00100	-	-	-	-	Mobilizable	HG917973	0	2580	HG917973	4178	4404	4659	4949	5251	5593	6042	6556	7146	7993	11125
HG918041	1	253984	46.75727605	IncFIB,IncHI1B	CP024497_00001,JN420336	MOBH	NC_016980_00239	MPF_F	NC_018107_00101,NC_016980_00240,NC_016980_00110,NC_016980_00109,NC_016980_00099,NC_018107_00235,NC_023911_00309	-	-	Conjugative	HG918041	0	4070	HG918041	3319	3476	3640	3810	4009	4209	4481	4776	5130	5626	7449
HG938357	1	175279	57.48606507	rep_cluster_471	001819__HG938357_00001	MOBQ	NC_008382_00075	MPF_T	NC_002575_00131,NC_019555_00150,NC_019555_00155	-	-	Conjugative	HG938357	0	137	HG938357	2998	3134	3262	3404	3562	3730	3960	4217	4528	4976	6679
HG941719	1	135602	52.47710211	IncFIA,IncFIC,IncFIA	000094__NZ_CP015070_00117,AY458016,MK878891_00042	MOBF	NC_017627_00068	MPF_F	NC_022651_00077,NC_010409_00124,NC_019094_00090,NC_017639_00094,NC_013437_00116,NC_018966_00040,NC_019094_00068,NC_010719_00097,NC_008460_00107,08-5333_00200	MOBF	KT754162	Conjugative	HG941719	0	754	HG941719	3997	4205	4440	4702	4982	5292	5696	6157	6670	7393	10073
HG941720	1	4080	49.73039216	rep_cluster_1778	001201__CP010878_00001	MOBQ	NC_011411_00002	-	-	MOBQ,MOBQ	NC_010672,NC_016036	Mobilizable	HG941720	0	1924	HG941720	4505	4759	5054	5388	5745	6158	6675	7287	8004	9041	12862
HG969193	1	21776	34.74008082	rep_cluster_1829	001250__HG969193_00001	-	-	-	-	-	-	Non-mobilizable	HG969193	0	3743	HG969193	3489	3664	3848	4047	4272	4508	4825	5193	5619	6211	8382
HG969996	1	98184	54.12694533	IncFII,rep_cluster_2183,IncR	000132__HG969996,CP017721_00179,000204__CP008701_00115	MOBF	NC_021231_00058	MPF_F	NC_014312_00116,NC_014312_00118,NC_023332_00154,NC_021654_00004,NC_021502_00131,NC_014312_00128,NC_022609_00081,NC_019389_00080,NC_021654_00016,NC_019165_00034,NC_023905_00125,NC_021502_00150	-	-	Conjugative	HG969996	0	2323	HG969996	4299	4535	4803	5110	5424	5782	6245	6791	7417	8342	11761
HG969997	1	114173	53.92518371	IncFII,rep_cluster_2183,IncFIB	000130__CP023489,CP033468_00001,000097__NC_025166_00051	MOBF	NC_021231_00058	MPF_F	NC_014312_00116,NC_014312_00118,NC_023332_00154,NC_019389_00068,NC_021502_00131,NC_014312_00128,NC_022609_00081,NC_019389_00080,NC_021654_00016,NC_019165_00034,NC_023905_00125,NC_021502_00150	-	-	Conjugative	HG969997	0	2297	HG969997	4310	4550	4826	5137	5466	5839	6325	6892	7559	8519	12014
HG969998	1	103164	53.66019154	IncFII,rep_cluster_2183,IncFIB	000130__CP023489,CP033468_00001,000097__NC_025166_00051	MOBF	NC_021231_00058	MPF_F	NC_014312_00118,NC_023332_00154,NC_019389_00068,NC_021502_00131,NC_014312_00128,NC_022609_00081,NC_019389_00080,NC_021654_00016,NC_019165_00034,NC_023905_00125,NC_021502_00150	-	-	Conjugative	HG969998	0	2323	HG969998	4299	4535	4803	5110	5424	5782	6245	6792	7418	8343	11763
HG970001	1	88350	53.33106961	IncFII	000114__CP015527	MOBF	NC_007208_00043	MPF_F	NZ_CM001063_00039,NZ_CM001154_00067,NC_017054_00100,NC_017054_00098,NC_017054_00096,NC_017054_00095,NC_013437_00116,NC_019112_00063,NC_019094_00090,NC_019002_00072,NC_022651_00077	-	-	Conjugative	HG970001	0	1007	HG970001	4755	5035	5365	5745	6169	6660	7257	7972	8868	10148	15030
HG977523	1	63720	33.4180791	rep_cluster_734	002211__NC_010606_00001	MOBF	HG977527_00048	MPF_F	NC_017163_00020,NC_010606_00071,NC_010606_00072,NC_010606_00075,NC_010606_00076,NC_010606_00078,NC_010606_00079,NC_010606_00080,NC_017163_00053	-	-	Conjugative	HG977523	0	2926	HG977523	3985	4191	4426	4684	4960	5264	5660	6107	6608	7295	9887
HG977524	1	64165	33.36710044	-	-	MOBF	HG977524_00092	MPF_F	NC_010606_00071,NC_010606_00072,NC_010606_00075,NC_010606_00076,NC_010606_00078,NC_010606_00079,NC_017163_00052,NC_017163_00020	-	-	Conjugative	HG977524	0	2926	HG977524	3985	4191	4426	4684	4960	5264	5660	6107	6608	7294	9883
HG977525	1	8174	34.53633472	rep_cluster_1172	000453__KU549174_00001	-	-	-	-	-	-	Non-mobilizable	HG977525	0	2934	HG977525	3982	4188	4423	4681	4957	5261	5656	6098	6595	7276	9828
