GenomeID	num_contigs	total_length	gc	rep_type(s)	rep_type_accession(s)	relaxase_type(s)	relaxase_type_accession(s)	mpf_type	mpf_type_accession(s)	orit_type(s)	orit_accession(s)	PredictedMobility	mash_nearest_neighbor	mash_neighbor_distance	mash_neighbor_cluster	GenomeID	clust_90	clust_91	clust_92	clust_93	clust_94	clust_95	clust_96	clust_97	clust_98	clust_99	clust_100
CP032534	1	57761	35.07903257	rep_cluster_385	001710__CP018877	-	-	-	-	-	-	Non-mobilizable	CP032534	0	4764	CP032534	5315	5441	5569	5754	5979	6264	6624	7133	7847	8955	15867
CP032535	1	38703	37.01521846	rep_cluster_385	001707__CP001986	-	-	-	-	-	-	Non-mobilizable	CP032535	0	4190	CP032535	378	388	403	421	449	474	516	554	604	671	941
CP032536	1	13449	33.65305971	-	-	MOBQ	CP032536_00012	-	-	-	-	Mobilizable	CP032536	0	4181	CP032536	6171	6297	6425	6610	6835	7120	7480	7989	8703	9811	16723
CP032537	1	10257	34.74700205	-	-	MOBV	CP022676_00003	-	-	-	-	Mobilizable	CP032537	0	7090	CP032537	1582	1624	1671	1733	1815	1908	2044	2215	2418	2693	4138
CP032539	1	49781	39.36039855	-	-	-	-	-	-	-	-	Non-mobilizable	CP032539	0	5937	CP032539	4206	4327	4454	4630	4848	5126	5475	5968	6651	7716	14513
CP032567	1	66625	44.7879925	IncFII,rep_cluster_645	CP001049,002101__NC_004564_00056	MOBF	NC_010157_00072	-	-	-	-	Mobilizable	CP032567	0	1120	CP032567	2937	3026	3117	3238	3382	3567	3813	4130	4509	5048	7701
CP032609	1	309347	32.78745228	rep_cluster_125	000558__CP013279	-	-	MPF_T	NC_018501_00133,NC_017203_00099	-	-	Non-mobilizable	CP032609	0	3247	CP032609	1803	1852	1910	1978	2067	2170	2324	2520	2753	3069	4684
CP032611	1	22541	31.74215873	rep_cluster_1848	001272__CP014288	-	-	-	-	-	-	Non-mobilizable	CP032611	0	3971	CP032611	1601	1643	1692	1756	1839	1933	2070	2244	2451	2727	4199
CP032612	1	68022	35.63258946	rep_cluster_1396	000731__CP014285_00073	-	-	-	-	-	-	Non-mobilizable	CP032612	0	7233	CP032612	1702	1748	1803	1869	1954	2049	2194	2377	2598	2895	4426
CP032613	1	48849	35.18598129	-	-	-	-	-	-	-	-	Non-mobilizable	CP032613	0	7231	CP032613	4096	4214	4337	4507	4718	4990	5327	5808	6475	7521	14241
CP032615	1	26350	56.80075901	-	-	-	-	-	-	-	-	Non-mobilizable	CP032615	0	5818	CP032615	4775	4901	5029	5214	5439	5724	6084	6593	7307	8415	15327
CP032625	1	30410	67.54685959	-	-	MOBC	CP032625_00020	-	-	-	-	Mobilizable	CP032625	0	8564	CP032625	4896	5022	5150	5335	5560	5845	6205	6714	7428	8536	15448
CP032628	1	54925	36.5389167	-	-	MOBP	AP018501_00017	-	-	-	-	Mobilizable	CP032628	0	4213	CP032628	5840	5966	6094	6279	6504	6789	7149	7658	8372	9480	16392
CP032629	1	8331	29.61229144	-	-	-	-	-	-	-	-	Non-mobilizable	CP032629	0	3606	CP032629	6052	6178	6306	6491	6716	7001	7361	7870	8584	9692	16604
CP032632	1	72748	56.19398471	rep_cluster_283	001565__CP011973_00050	MOBP	NC_004632_00034	MPF_T	NZ_CM001987_00038,NZ_CM001987_00044	-	-	Conjugative	CP032632	0	3715	CP032632	2552	2628	2706	2806	2929	3083	3287	3549	3844	4248	6322
CP032634	1	51286	41.88472488	rep_cluster_707	002181__CP016800	MOBV,MOBQ	NC_016820_00021,NC_011352_00007	MPF_T	NC_011352_00013	-	-	Conjugative	CP032634	0	2990	CP032634	929	947	970	1008	1055	1103	1178	1265	1374	1507	2020
CP032639	1	13282	39.03026653	rep_cluster_1628	001017__NC_013543_00012	-	-	-	-	-	-	Non-mobilizable	CP032639	0	2957	CP032639	736	751	771	800	838	875	936	993	1070	1165	1561
CP032643	1	51005	38.92755612	rep_cluster_707	CP002654	-	-	-	-	-	-	Non-mobilizable	CP032643	0	7076	CP032643	960	978	1003	1043	1099	1152	1236	1332	1447	1580	2103
CP032644	1	48571	39.03769739	rep_cluster_1465	000804__CP002223	MOBQ	CP031177_00018	-	-	-	-	Mobilizable	CP032644	0	2821	CP032644	994	1012	1037	1078	1134	1188	1278	1385	1510	1652	2197
CP032645	1	25956	37.139775	rep_cluster_731	002182__CP018327	MOBQ,MOBP	CP032645_00020,NC_015979_00031	-	-	-	-	Mobilizable	CP032645	0	3941	CP032645	1000	1018	1043	1084	1141	1195	1286	1395	1522	1665	2216
CP032646	1	24973	36.35526368	-	-	-	-	-	-	-	-	Non-mobilizable	CP032646	0	3557	CP032646	870	887	910	948	995	1039	1111	1190	1289	1410	1897
CP032647	1	21962	37.7515709	rep_cluster_1880,rep_cluster_1244	001316__JX174168,000552__NC_021528_00011	MOBQ	CP032362_00002	-	-	-	-	Mobilizable	CP032647	0	3051	CP032647	879	896	919	957	1004	1050	1122	1204	1305	1428	1919
CP032649	1	41517	39.47057832	rep_cluster_731	002207__CP006249	MOBQ	NC_015603_00001	-	-	-	-	Mobilizable	CP032649	0	2821	CP032649	994	1012	1037	1078	1134	1188	1277	1384	1509	1650	2192
CP032650	1	32970	39.90294207	rep_cluster_707	002174__CP006038_00005	MOBQ	CP017358_00012	MPF_T	NC_011352_00013,NC_011839_00038	-	-	Conjugative	CP032650	0	4325	CP032650	943	961	985	1024	1074	1122	1198	1285	1399	1532	2051
CP032651	1	16201	39.08400716	-	-	-	-	-	-	-	-	Non-mobilizable	CP032651	0	8565	CP032651	6389	6515	6643	6828	7053	7338	7698	8207	8921	10029	16941
CP032655	1	84808	40.89118951	rep_cluster_1948,rep_cluster_167	001392__CP005947_00006,001071__CP006040_00008	MOBP,MOBP	NC_021227_00007,NC_015979_00031	-	-	-	-	Mobilizable	CP032655	0	2825	CP032655	819	835	856	890	935	977	1042	1111	1203	1311	1758
CP032656	1	29469	36.59778072	-	-	-	-	-	-	-	-	Non-mobilizable	CP032656	0	3048	CP032656	871	888	911	949	996	1040	1112	1193	1292	1413	1901
CP032657	1	13846	38.610429	-	-	-	-	-	-	-	-	Non-mobilizable	CP032657	0	3057	CP032657	873	890	913	951	998	1043	1115	1197	1298	1419	1908
CP032658	1	8616	36.18848654	rep_cluster_2119	CP005948	-	-	-	-	-	-	Non-mobilizable	CP032658	0	3005	CP032658	824	840	861	895	940	982	1047	1116	1210	1326	1785
CP032661	1	27706	38.61618422	-	-	-	-	-	-	-	-	Non-mobilizable	CP032661	0	3057	CP032661	873	890	913	951	998	1043	1115	1197	1298	1419	1909
CP032662	1	9828	36.61986162	-	-	-	-	-	-	-	-	Non-mobilizable	CP032662	0	3048	CP032662	871	888	911	949	996	1040	1112	1193	1292	1413	1901
CP032688	1	304634	58.42814656	-	-	MOBP	CP032688_00052	MPF_T	NC_011370_00134,NC_011370_00135,NC_011370_00139,NC_021909_00030,NC_011370_00141,NC_011370_00144	-	-	Conjugative	CP032688	0	4455	CP032688	281	289	302	318	339	360	392	423	464	521	763
CP032693	1	300963	58.42744789	-	-	MOBP	CP032688_00052	MPF_T	NC_011370_00134,NC_011370_00135,NC_011370_00139,NC_021909_00030,NC_011370_00141,NC_011370_00144	-	-	Conjugative	CP032693	0	4455	CP032693	281	289	302	318	339	360	392	423	464	521	764
CP032697	1	314764	59.0849017	rep_cluster_492	001862__CP003935_00001	MOBP	CP032697_00035	MPF_T	NC_011987_00051,NC_011987_00055,NC_011987_00056,NC_011987_00057	-	-	Conjugative	CP032697	0	8566	CP032697	2316	2391	2467	2561	2682	2824	3020	3276	3564	3957	5987
CP032701	1	4968	37.39935588	Inc11	000046__NC_019252_00004	MOBV	NC_010423_00006	-	-	-	-	Mobilizable	CP032701	0	613	CP032701	1507	1547	1594	1656	1737	1829	1964	2135	2338	2610	4021
CP032704	1	275665	52.76295504	-	-	MOBF	CP032704_00049	-	-	-	-	Mobilizable	CP032704	0	6071	CP032704	416	426	441	462	491	516	558	596	648	715	985
CP032705	1	29830	45.47435468	-	-	-	-	-	-	-	-	Non-mobilizable	CP032705	0	2008	CP032705	4478	4604	4732	4917	5142	5427	5787	6296	7010	8118	15030
CP032706	1	5593	47.54156982	-	-	-	-	-	-	-	-	Non-mobilizable	CP032706	0	1811	CP032706	3218	3313	3410	3549	3714	3922	4195	4573	5035	5698	9245
CP032740	1	91960	34.21705089	rep_cluster_183	001252__NC_010980_00001	MOBQ	X92945	MPF_T	NC_013514_00028,NC_014475_00046	MOBV	CP016690	Conjugative	CP032740	0	5873	CP032740	1308	1341	1377	1431	1502	1573	1685	1832	2000	2213	3098
CP032741	1	51223	31.87630557	rep_cluster_734	002211__NC_010606_00001	MOBF	CP033518_00131	MPF_T	NC_017163_00020	-	-	Conjugative	CP032741	0	2926	CP032741	1050	1068	1093	1134	1191	1248	1341	1451	1579	1726	2319
CP032742	1	28674	34.80853735	-	-	-	-	MPF_F	NC_010606_00079,NC_010606_00075	-	-	Non-mobilizable	CP032742	0	2927	CP032742	1050	1068	1093	1134	1191	1248	1341	1451	1579	1728	2329
CP032745	1	70681	41.36896762	rep_cluster_167,rep_cluster_707	001071__CP006040_00008,002180__CP003141_00004	MOBP,MOBP	NC_021527_00025,NC_015979_00031	-	-	-	-	Mobilizable	CP032745	0	2981	CP032745	975	993	1018	1059	1115	1169	1256	1359	1479	1614	2143
CP032746	1	44897	41.1452881	rep_cluster_707	002174__CP006038_00005	MOBQ,MOBP	NC_006377_00033,NC_015979_00031	MPF_T	NC_011352_00013,NC_011839_00038	-	-	Conjugative	CP032746	0	4341	CP032746	953	971	996	1036	1090	1142	1226	1319	1433	1566	2088
CP032747	1	49020	40.37943696	rep_cluster_731,rep_cluster_1465	002182__CP018327,000804__CP002223	MOBQ	NC_011352_00007	-	-	-	-	Mobilizable	CP032747	0	2999	CP032747	1008	1026	1051	1092	1149	1205	1296	1405	1533	1677	2229
CP032748	1	32446	45.77451766	rep_cluster_707	002181__CP016800	MOBP	NC_021227_00007	-	-	-	-	Mobilizable	CP032748	0	3106	CP032748	752	767	787	817	857	895	956	1013	1091	1188	1597
CP032749	1	23860	37.4853311	rep_cluster_1006,rep_cluster_707	000239__CP006248_00036,002181__CP016800	MOBQ	NC_015603_00001	-	-	-	-	Mobilizable	CP032749	0	3030	CP032749	992	1010	1035	1076	1132	1186	1274	1380	1503	1644	2181
CP032750	1	13768	37.92852992	rep_cluster_1058	000300__NC_008499_00039	-	-	-	-	-	-	Non-mobilizable	CP032750	0	6517	CP032750	886	903	926	964	1011	1057	1131	1215	1317	1441	1932
CP032752	1	56374	39.56079044	rep_cluster_1607	000990__NC_021225	MOBP,MOBQ	NC_015979_00031,NC_015603_00001	MPF_T	NC_011839_00038,NC_011352_00013	-	-	Conjugative	CP032752	0	4336	CP032752	934	952	975	1013	1061	1109	1184	1271	1382	1515	2033
CP032753	1	53470	40.43949878	rep_cluster_167	001071__CP006040_00008	MOBQ	NC_015603_00001	-	-	-	-	Mobilizable	CP032753	0	3009	CP032753	755	770	790	820	860	898	959	1016	1095	1193	1603
CP032754	1	47110	38.70940352	-	-	MOBP,MOBQ	NC_015979_00031,NC_015603_00001	-	-	-	-	Mobilizable	CP032754	0	2828	CP032754	997	1015	1040	1081	1137	1191	1281	1389	1516	1659	2210
CP032755	1	35993	39.4076626	rep_cluster_167	001071__CP006040_00008	MOBQ	CP032755_00007	-	-	-	-	Mobilizable	CP032755	0	5726	CP032755	1009	1027	1052	1093	1150	1207	1298	1408	1536	1680	2232
CP032756	1	26946	41.44214355	rep_cluster_167,rep_cluster_707	001071__CP006040_00008,002181__CP016800	-	-	-	-	-	-	Non-mobilizable	CP032756	0	2857	CP032756	1007	1025	1050	1091	1148	1204	1295	1404	1532	1675	2227
CP032758	1	49266	41.04047416	rep_cluster_167,rep_cluster_1948	001071__CP006040_00008,001392__CP005947_00006	MOBP	NC_021227_00007	-	-	-	-	Mobilizable	CP032758	0	2825	CP032758	819	835	856	890	935	977	1042	1111	1203	1312	1761
CP032790	1	93284	47.82492174	IncFIA,IncFIB,IncFIA,IncFIC	000136__AP014877_00014,000095__NZ_CP014273_00094,000094__NZ_CP015070_00117,AY458016	-	-	-	-	-	-	Non-mobilizable	CP032790	0	3790	CP032790	3412	3515	3624	3778	3960	4195	4500	4922	5440	6170	10446
CP032792	1	90310	47.61931126	IncFIA,IncFIB,IncFIA,IncFIC	000136__AP014877_00014,000095__NZ_CP014273_00094,000094__NZ_CP015070_00117,AY458016	-	-	-	-	-	-	Non-mobilizable	CP032792	0	3790	CP032792	3412	3515	3624	3778	3960	4195	4500	4922	5440	6170	10480
CP032794	1	92653	47.71782889	IncFIA,IncFIB,IncFIA,IncFIC	000136__AP014877_00014,000095__NZ_CP014273_00094,000094__NZ_CP015070_00117,AY458016	-	-	-	-	-	-	Non-mobilizable	CP032794	0	3790	CP032794	3412	3515	3624	3778	3960	4195	4500	4922	5440	6170	10448
CP032796	1	90978	47.76759217	IncFIA,IncFIB,IncFIA,IncFIC	000136__AP014877_00014,000095__NZ_CP014273_00094,CP034796_00028,AY458016	-	-	-	-	-	-	Non-mobilizable	CP032796	0	3790	CP032796	3412	3515	3624	3778	3960	4195	4500	4922	5440	6170	10457
CP032799	1	63089	51.98846075	IncFIC,IncFIA	AY458016,000136__AP014877_00014	MOBF	NC_017627_00068	MPF_F	NC_022651_00077,NC_010409_00124,NC_019094_00090,NC_017639_00094,NC_013437_00116,NC_007675_00027,NC_017054_00096,NC_019037_00027,NC_019094_00068,NC_014615_00033,NC_010719_00096,08-5333_00200	MOBF	FN868248	Conjugative	CP032799	0	88	CP032799	3471	3576	3687	3843	4028	4273	4586	5032	5598	6402	11256
CP032804	1	91253	47.71240398	IncFIA,IncFIB,IncFIA,IncFIC	000136__AP014877_00014,000095__NZ_CP014273_00094,000094__NZ_CP015070_00117,AY458016	-	-	-	-	-	-	Non-mobilizable	CP032804	0	3790	CP032804	3412	3515	3624	3778	3960	4195	4500	4922	5440	6170	10439
CP032809	1	92771	47.86840715	IncFIA,IncFIB,IncFIA,IncFIC	000136__AP014877_00014,000095__NZ_CP014273_00094,000094__NZ_CP015070_00117,AY458016	-	-	-	-	-	-	Non-mobilizable	CP032809	0	3790	CP032809	3412	3515	3624	3778	3960	4195	4500	4922	5440	6170	10440
CP032810	1	61441	51.48679221	IncFIC,IncFIA	AY458016,000136__AP014877_00014	MOBF	NC_017627_00068	MPF_F	NC_022651_00077,NC_010409_00124,NC_019094_00090,NC_017639_00094,NC_013437_00116,NC_007675_00027,NC_017639_00100,NC_018966_00040,NC_010488_00021,NC_014615_00033,NC_010719_00096,08-5333_00200	-	-	Conjugative	CP032810	0	63	CP032810	3471	3576	3687	3843	4028	4270	4583	5027	5588	6385	11237
CP032813	1	62779	51.80554007	IncFIC,IncFIA	AP009242,CP022610_00144	MOBF	NC_011413_00081	MPF_F	NC_011413_00056,NC_011413_00058,NC_011413_00060,NC_011413_00063,NC_011413_00064,NC_011413_00068,NC_011413_00069,NC_011413_00074,NC_011413_00075,NC_011413_00080	-	-	Conjugative	CP032813	0	55	CP032813	2893	2981	3070	3188	3329	3511	3755	4059	4401	4888	7414
CP032820	1	51017	36.38983084	rep_cluster_663	002122__CR626928	MOBP	NC_006873_00015	MPF_T	NC_006873_00019	-	-	Conjugative	CP032820	0	5578	CP032820	4061	4177	4299	4466	4675	4947	5283	5764	6427	7470	14177
CP032827	1	221615	59.75182185	-	-	MOBP	CP032827_00190	MPF_T	NC_015582_00036	-	-	Conjugative	CP032827	0	6374	CP032827	4810	4936	5064	5249	5474	5759	6119	6628	7342	8450	15362
CP032832	1	399913	53.21382401	IncFIB,IncFII	000107__CP014778_00094,000126__FO834904	MOBF	NC_021231_00058	MPF_F	NC_021502_00150,NC_019155_00032,NC_019165_00034,NC_021654_00016,NC_011281_00082,NC_022609_00081,NC_014312_00128,NC_021502_00131,NC_019389_00068,NC_023332_00154,NC_014312_00118,NC_014312_00116	-	-	Conjugative	CP032832	0	2347	CP032832	3701	3810	3921	4081	4273	4525	4847	5310	5905	6806	12683
CP032834	1	133713	50.20379469	IncFIB	000107__CP014778_00094	-	-	-	-	-	-	Non-mobilizable	CP032834	0	4060	CP032834	1750	1798	1855	1922	2009	2106	2255	2442	2670	2979	4554
CP032835	1	93621	51.55680884	IncFIA,IncR,IncI1,IncFII	000136__AP014877_00014,000204__CP008701_00115,000140__HQ896493_00019,LS992172_00069	-	-	-	-	-	-	Non-mobilizable	CP032835	0	853	CP032835	3068	3159	3254	3381	3530	3724	3982	4329	4757	5385	8448
CP032836	1	76772	50.62001771	IncFIA,IncFII	000136__AP014877_00014,LS992172_00069	MOBF	NC_017627_00068	MPF_F	NC_022651_00077,NC_010409_00124,NC_019094_00090,NC_017639_00094,NC_013437_00116,NC_007675_00027,NC_017639_00100,NC_011281_00082,NC_021654_00016,NC_010719_00097,NC_008460_00107,08-5333_00200	MOBF	NC_010600	Conjugative	CP032836	0	102	CP032836	3469	3573	3683	3838	4023	4262	4575	5009	5554	6328	10987
CP032837	1	44993	50.21892294	IncFIA,IncFII	CP032169_00114,CP000966	-	-	-	-	-	-	Non-mobilizable	CP032837	0	854	CP032837	3234	3329	3428	3568	3736	3945	4218	4600	5066	5730	9353
CP032838	1	6704	46.37529833	ColRNAI_rep_cluster_1987	CP041116_00002	-	-	-	-	-	-	Non-mobilizable	CP032838	0	1658	CP032838	3322	3421	3529	3678	3855	4085	4381	4789	5289	5990	9877
CP032840	1	196528	61.58155581	-	-	-	-	-	-	-	-	Non-mobilizable	CP032840	0	7227	CP032840	4893	5019	5147	5332	5557	5842	6202	6711	7425	8533	15445
CP032842	1	339920	47.83860908	IncHI2A,rep_cluster_1088	BX664015,000340__KU353730	MOBH	NC_012555_00231	MPF_F	NC_005211_00005,NC_009838_00006,NC_005211_00012,NC_021845_00017,NC_005211_00030,NC_005211_00200,NC_005211_00207	MOBH	NC_017484	Conjugative	CP032842	0	922	CP032842	3646	3755	3866	4025	4215	4463	4782	5239	5821	6699	12436
CP032843	1	6237	50.04008337	ColRNAI_rep_cluster_1987	CP041116_00002	MOBP	NC_013090_00004	-	-	MOBP	KT693145	Mobilizable	CP032843	0	1317	CP032843	3287	3384	3486	3630	3803	4026	4313	4701	5189	5877	9669
CP032844	1	4302	54.41655044	rep_cluster_2358	CP000974_00005	MOBP	NC_011404_00002	-	-	-	-	Mobilizable	CP032844	0	1342	CP032844	3297	3395	3501	3647	3822	4049	4341	4735	5229	5923	9757
CP032845	1	4048	50.12351779	ColRNAI_rep_cluster_1987	000019__CP000651_00005	MOBP,MOBP	NC_001848_00006,NC_013090_00004	-	-	-	-	Mobilizable	CP032845	0	1709	CP032845	3284	3381	3483	3626	3798	4019	4305	4693	5179	5865	9644
CP032846	1	2496	51.44230769	rep_cluster_2335	CP002971_00002	-	-	-	-	MOB_unknown	NC_017722	Mobilizable	CP032846	0	1330	CP032846	3344	3445	3554	3706	3885	4118	4418	4832	5337	6041	9978
CP032850	1	59387	51.92213784	IncFII,IncFIB	000114__CP015527,000101__NZ_CP012345_00042	-	-	MPF_F	NC_019094_00090,NC_019002_00076,NC_022651_00077,NZ_CM001154_00091	-	-	Non-mobilizable	CP032850	0	21	CP032850	3778	3889	4001	4164	4361	4616	4944	5418	6045	7005	13246
CP032854	1	24698	39.59834804	-	-	-	-	-	-	-	-	Non-mobilizable	CP032854	0	6693	CP032854	4062	4178	4300	4467	4677	4949	5286	5767	6431	7475	14182
CP032856	1	59967	34.13710874	-	-	MOBQ	CP032856_00069	-	-	-	-	Mobilizable	CP032856	0	6152	CP032856	701	715	735	762	799	834	890	940	1010	1104	1486
CP032858	1	143743	35.17736516	-	-	-	-	-	-	-	-	Non-mobilizable	CP032858	0	7055	CP032858	1589	1631	1679	1741	1824	1917	2054	2227	2434	2710	4166
CP032859	1	9827	38.06858655	rep_cluster_1017,Col(SD853)	000261__GQ900456,NC_015392	MOBV,MOBV	LN999830_00004,NC_005311_00009	-	-	-	-	Mobilizable	CP032859	0	515	CP032859	1248	1280	1316	1369	1438	1509	1619	1759	1920	2116	2924
CP032864	1	64616	37.82035409	-	-	MOBP	NC_015148_00036	MPF_T	NC_015148_00026	-	-	Conjugative	CP032864	0	4582	CP032864	285	293	306	322	343	364	398	431	472	529	776
CP032870	1	77771	56.04016921	rep_cluster_283	001565__CP011973_00050	MOBP	NC_004632_00034	MPF_T	NZ_CM001987_00044,NZ_CM001987_00038	-	-	Conjugative	CP032870	0	3715	CP032870	2552	2628	2706	2806	2929	3083	3287	3549	3844	4248	6323
CP032874	1	9827	38.06858655	Col(SD853),rep_cluster_1017	NC_015392,000261__GQ900456	MOBV,MOBV	NC_005311_00009,LN999830_00004	-	-	-	-	Mobilizable	CP032874	0	515	CP032874	1248	1280	1316	1369	1438	1509	1619	1759	1920	2116	2925
CP032880	1	82675	53.21439371	IncK2/Z	KJ484640	MOBP	NC_013728_00087	MPF_I	NC_011754_00087,NC_014843_00047,NC_007365_00035,NC_011754_00109,NC_007365_00033,NC_022371_00084,NC_012487_00131,NC_022992_00098,NC_022992_00102	-	-	Conjugative	CP032880	0	724	CP032880	3795	3906	4019	4182	4380	4639	4968	5444	6087	7061	13421
CP032881	1	8899	47.10641645	rep_cluster_2350	CP041342_00001	MOBP	NC_019076_00002	-	-	MOBP	NC_017657	Mobilizable	CP032881	0	1580	CP032881	3262	3358	3458	3600	3769	3983	4263	4649	5126	5799	9524
CP032882	1	6548	53.63469762	-	-	MOBQ,MOBP	CP032882_00002,NC_014003_00004	-	-	-	-	Mobilizable	CP032882	0	1896	CP032882	3253	3349	3449	3591	3759	3971	4250	4635	5111	5782	9474
CP032883	1	5793	45.19247368	rep_cluster_2350	CP041342_00001	MOBP	NC_019076_00002	-	-	MOBP	KY014464	Mobilizable	CP032883	0	1560	CP032883	3249	3344	3443	3584	3752	3962	4237	4620	5089	5757	9406
CP032884	1	4658	52.46887076	ColRNAI_rep_cluster_1987	CP041116_00002	MOBP	NC_013090_00004	-	-	MOBP	KT693145	Mobilizable	CP032884	0	1763	CP032884	3286	3383	3485	3628	3800	4022	4309	4697	5184	5871	9661
CP032885	1	4234	55.36136042	rep_cluster_2361	CP032885_00003	MOBQ	NZ_AWFJ01000122_00007	-	-	MOBQ,MOBQ	DQ318958,CP016748	Mobilizable	CP032885	0	1917	CP032885	3013	3104	3198	3321	3469	3658	3911	4240	4634	5207	8095
CP032886	1	2790	52.54480287	Col(MP18)	NC_013652	-	-	-	-	MOBP	AB027308	Mobilizable	CP032886	0	1969	CP032886	2947	3037	3129	3250	3396	3583	3833	4152	4533	5075	7797
CP032887	1	1902	43.84858044	Col(MG828)	NC_008486	-	-	-	-	-	-	Non-mobilizable	CP032887	0	1141	CP032887	2989	3079	3172	3294	3442	3630	3882	4207	4596	5159	8012
CP032888	1	109553	50.37470448	IncI-gamma/K1	MF344576	MOBP	NC_019097	MPF_I	NC_019097_00056,NC_022267_00057,NC_011419_00085,NC_023290_00086,NC_015965_00072,NC_019097_00075,NC_022267_00069,NZ_CM001473_00069,NC_019097_00085	-	-	Conjugative	CP032888	0	8	CP032888	3804	3915	4028	4191	4390	4650	4979	5455	6099	7078	13462
CP032890	1	91014	49.60225899	IncY	000230__CP009168_00001	-	-	-	-	-	-	Non-mobilizable	CP032890	0	733	CP032890	3565	3671	3782	3940	4128	4376	4693	5147	5725	6572	11989
CP032891	1	67351	50.35114549	IncFIB,IncFIC	000095__NZ_CP014273_00094,AP001918	MOBF	NC_017627_00068	MPF_F	08-5333_00200,NC_008460_00107,NC_014615_00033	-	-	Conjugative	CP032891	0	117	CP032891	3443	3546	3656	3810	3994	4232	4539	4962	5491	6239	10657
CP032893	1	156442	52.27496452	IncFIB,rep_cluster_2272	000107__CP014778_00094,CP042519_00001	MOBF	NC_021501_00073	MPF_F	NC_021501_00074,NC_021501_00076,NC_006323_00113,NC_021501_00083,NC_021501_00084,NC_021501_00085,NC_006323_00105,NC_009378_00101,NC_006323_00097,NC_006323_00096,NC_021501_00097	-	-	Conjugative	CP032893	0	1033	CP032893	3191	3285	3382	3516	3677	3879	4148	4519	4968	5619	8857
CP032894	1	3994	36.98047071	-	-	MOBQ	CP032894_00005	-	-	-	-	Mobilizable	CP032894	0	675	CP032894	1676	1722	1774	1839	1923	2018	2160	2341	2556	2850	4368
CP032895	1	43125	57.85275362	IncP,IncU	000172__KU578314_00001,000210__KF623109_00045	MOBP	NC_003124_00014	-	-	-	-	Mobilizable	CP032895	0	2400	CP032895	2919	3008	3098	3218	3361	3545	3790	4100	4451	4943	7532
CP032896	1	9639	56.99761386	IncQ2	000201__KJ631731_00005	MOBP	NC_019262_00003	-	-	-	-	Mobilizable	CP032896	0	1241	CP032896	2914	3003	3093	3212	3355	3539	3783	4092	4441	4929	7493
CP032914	1	77443	42.79276371	-	-	-	-	-	-	-	-	Non-mobilizable	CP032914	0	8567	CP032914	2406	2481	2558	2654	2775	2926	3125	3385	3677	4072	6129
CP032915	1	208740	52.62910798	IncHI1B,IncFIB	JN420336,000107__CP014778_00094	-	-	-	-	-	-	Non-mobilizable	CP032915	0	4674	CP032915	3669	3778	3889	4048	4238	4487	4806	5264	5848	6735	12565
CP032924	1	183311	58.06798283	rep_cluster_592	002019__JX683454_00001	MOBQ	CP032924_00160	MPF_T	NC_010865_00147,NZ_AFSD01000008_00264,NZ_AFSD01000008_00259	-	-	Conjugative	CP032924	0	6882	CP032924	5278	5404	5532	5717	5942	6227	6587	7096	7810	8918	15830
CP032925	1	176213	56.07531794	rep_cluster_490	001856__NC_002147_00021	-	-	MPF_T	NC_002147_00105,NC_003065_00171,NC_003065_00172,NC_010841_00162,NC_003065_00175,NC_003065_00176,NC_003065_00185,NC_011984_00206,NC_011990_00129	-	-	Non-mobilizable	CP032925	0	4964	CP032925	28	32	38	45	53	60	68	74	81	88	123
CP032930	1	9294	55.15386271	ColRNAI_rep_cluster_1857	000003__NC_002119_00001	MOBC	NC_009793_00003	-	-	-	-	Mobilizable	CP032930	0	1376	CP032930	3232	3327	3425	3565	3733	3942	4215	4596	5062	5726	9340
CP032932	1	37310	39.71053337	rep_cluster_778	002255__CP003044_00001	MOBQ	CP017358_00012	MPF_T	NC_011352_00013,NC_018699_00034	-	-	Conjugative	CP032932	0	4326	CP032932	944	962	986	1025	1076	1124	1200	1289	1403	1536	2057
CP032933	1	30861	40.39726516	rep_cluster_172,rep_cluster_1567	001134__CP003145_00001,000940__CP021472	-	-	-	-	-	-	Non-mobilizable	CP032933	0	2995	CP032933	1003	1021	1046	1087	1144	1199	1290	1399	1527	1670	2221
CP032934	1	26298	41.14381322	rep_cluster_731	002182__CP018327	MOBQ,MOBQ	CP031177_00018,CP032645_00020	-	-	-	-	Mobilizable	CP032934	0	7085	CP032934	909	927	950	988	1035	1082	1156	1242	1347	1475	1978
CP032935	1	12035	56.99210636	-	-	-	-	-	-	-	-	Non-mobilizable	CP032935	0	8568	CP032935	6357	6483	6611	6796	7021	7306	7666	8175	8889	9997	16909
CP032937	1	101860	51.39505203	IncFIA,IncFIC	000136__AP014877_00014,AY458016	MOBF	NC_017627_00068	MPF_F	NC_022651_00077,NC_010409_00124,NC_019094_00090,NC_017639_00094,NC_013437_00116,NC_007675_00027,NC_017639_00100,NC_018966_00040,NC_010488_00021,NC_014615_00033,NC_010719_00096,08-5333_00200	-	-	Conjugative	CP032937	0	68	CP032937	3464	3568	3678	3833	4017	4256	4567	4995	5532	6301	10951
CP032938	1	93429	52.03416498	IncI-gamma/K1	CP010831	MOBP	NC_019097	MPF_I	NC_019097_00056,NC_022267_00057	MOBP	HM021326	Conjugative	CP032938	0	702	CP032938	3804	3915	4028	4191	4390	4650	4979	5455	6100	7080	13474
