GenomeID	num_contigs	total_length	gc	rep_type(s)	rep_type_accession(s)	relaxase_type(s)	relaxase_type_accession(s)	mpf_type	mpf_type_accession(s)	orit_type(s)	orit_accession(s)	PredictedMobility	mash_nearest_neighbor	mash_neighbor_distance	mash_neighbor_cluster	GenomeID	clust_90	clust_91	clust_92	clust_93	clust_94	clust_95	clust_96	clust_97	clust_98	clust_99	clust_100
CP033801	1	6912	60.44560185	-	-	-	-	-	-	-	-	Non-mobilizable	CP033801	0	1163	CP033801	1728	1812	1903	2013	2142	2309	2476	2703	2976	3301	5159
CP033802	1	6301	55.1182352	rep_cluster_2335	KU302809_00001	MOBP,MOBP	NC_001848_00006,NC_011404_00002	-	-	MOBP	CP008720	Mobilizable	CP033802	0	1341	CP033802	1670	1748	1837	1943	2066	2226	2385	2596	2844	3139	4871
CP033803	1	4214	49.83388704	rep_cluster_2335	KU302809_00001	MOBP	NC_013090_00004	-	-	MOBP	CP008720	Mobilizable	CP033803	0	1709	CP033803	1501	1575	1656	1752	1866	2004	2142	2334	2547	2804	4347
CP033804	1	2096	50.71564885	rep_cluster_2374	CP042625_00002	-	-	-	-	-	-	Non-mobilizable	CP033804	0	1639	CP033804	841	872	917	966	1012	1075	1134	1210	1295	1400	2154
CP033812	1	11269	32.61158932	-	-	-	-	-	-	-	-	Non-mobilizable	CP033812	0	8579	CP033812	6444	6562	6698	6885	7104	7406	7758	8269	9021	10125	16713
CP033813	1	24117	29.01272961	-	-	-	-	-	-	-	-	Non-mobilizable	CP033813	0	4852	CP033813	5179	5297	5433	5620	5839	6141	6493	7004	7756	8860	15448
CP033816	1	2366	31.02282333	rep_cluster_1947	NC001390	-	-	-	-	-	-	Non-mobilizable	CP033816	0	611	CP033816	431	447	472	492	513	540	566	607	644	686	1004
CP033818	1	9294	55.15386271	ColRNAI_rep_cluster_1857	000003__NC_002119_00001	-	-	-	-	-	-	Non-mobilizable	CP033818	0	1376	CP033818	1023	1067	1119	1181	1249	1324	1401	1514	1638	1790	2723
CP033823	1	186836	52.24153803	IncFII,IncFIB	CP000670,000107__CP014778_00094	MOBF	CP024544_00079	MPF_F	NC_021502_00150,NC_019155_00032,NC_019165_00034,NC_019389_00080,NC_022609_00081,NC_014312_00128,NC_021502_00131,NC_023332_00154,NC_014312_00118,NC_014312_00116	-	-	Conjugative	CP033823	0	819	CP033823	3228	3344	3475	3657	3865	4154	4492	4975	5681	6715	12884
CP033825	1	3897	42.21195792	rep_cluster_2374	CP042625_00002	-	-	-	-	-	-	Non-mobilizable	CP033825	0	1691	CP033825	901	936	983	1036	1093	1160	1226	1310	1401	1516	2325
CP033826	1	5907	50.85491789	-	-	MOBP	CP023983_00001	-	-	-	-	Mobilizable	CP033826	0	379	CP033826	1058	1104	1157	1225	1295	1374	1459	1577	1710	1874	2899
CP033827	1	4096	55.51757813	ColRNAI_rep_cluster_1987	CP041116_00002	MOBP	MF168404_00021	-	-	MOBP	CP007070	Mobilizable	CP033827	0	1326	CP033827	1182	1238	1299	1375	1467	1575	1685	1842	1998	2188	3331
CP033830	1	43953	50.48347098	IncN	000155__CP018649	MOBF	NC_015599_00019	MPF_T	NC_022375_00024,NC_008612_00190,NC_007682_00044,NC_014368_00014,NC_011617_00041,NC_009131_00030	MOBF	NZ_CP012928	Conjugative	CP033830	0	916	CP033830	2835	2944	3066	3227	3416	3677	3972	4405	5017	5911	11261
CP033834	1	36032	61.28163854	IncP	000169__CP016835_00012	MOBP	NC_009739_00028	-	-	-	-	Mobilizable	CP033834	0	163	CP033834	3357	3474	3609	3793	4009	4308	4657	5158	5895	6967	13354
CP033845	1	6078	39.25633432	-	-	MOBP	NZ_AFDA02000006_00006	-	-	MOBP	NC_013366	Mobilizable	CP033845	0	2428	CP033845	2012	2105	2209	2330	2472	2661	2863	3147	3498	3915	6366
CP033846	1	8424	36.77587844	rep_cluster_1226	000523__LT594096_00001	MOBQ	NZ_AFDA02000008_00004	-	-	-	-	Mobilizable	CP033846	0	6950	CP033846	1354	1425	1497	1582	1686	1810	1935	2105	2285	2506	3845
CP033847	1	143865	50.76425816	IncFIC,IncFIA,IncFIC,IncFIA,IncFIB,IncFIA	AP001918,CP042629_00001,AY458016,000136__AP014877_00014,000096__NC_019117_00097,000094__NZ_CP015070_00117	MOBF	NC_017627_00068	MPF_F	NC_022651_00077,NC_010409_00124,NC_019094_00090,NC_017639_00094,NC_013437_00116,NC_007675_00027,NC_017639_00100,NC_018966_00040,NC_010488_00021,NC_014615_00033,NC_010719_00096,08-5333_00200	-	-	Conjugative	CP033847	0	761	CP033847	2648	2755	2873	3026	3202	3447	3728	4126	4666	5415	9882
CP033848	1	97018	48.0127399	IncHI1B	000138__CP021336_00001	-	-	-	-	-	-	Non-mobilizable	CP033848	0	1183	CP033848	953	991	1042	1100	1163	1231	1303	1402	1516	1662	2529
CP033849	1	32101	41.35073674	IncX4	000224__NC_022105_00002	MOBP	NC_013718_00057	MPF_T	NC_021079_00038,NC_013718_00045,NC_013718_00044,NC_013718_00041	-	-	Conjugative	CP033849	0	1147	CP033849	2309	2408	2522	2657	2818	3030	3268	3602	4026	4571	7661
CP033851	1	4082	49.41205292	rep_cluster_1778	001198__NC_010486_00001	MOBQ	NC_011411_00002	-	-	MOBQ	NC_016036	Mobilizable	CP033851	0	1924	CP033851	1033	1077	1129	1192	1261	1336	1415	1529	1657	1814	2784
CP033853	1	3257	47.25207246	rep_cluster_2350	CP035723_00002	-	-	-	-	MOBP	CP018844	Mobilizable	CP033853	0	292	CP033853	2161	2258	2367	2493	2641	2837	3054	3360	3736	4200	6958
CP033857	1	67023	33.37660206	rep_cluster_734	002211__NC_010606_00001	MOBF	NC_017163_00021	MPF_F	NC_010606_00075,NC_010606_00072,NC_010606_00071,NC_017163_00020,NC_017163_00053,NC_017163_00052,NZ_AEOY01000095_00077,NC_010606_00080,NC_010606_00079,NC_010606_00078	-	-	Conjugative	CP033857	0	2926	CP033857	1965	2053	2153	2272	2411	2596	2791	3063	3391	3780	6060
CP033859	1	16832	34.29776616	rep_cluster_1306	000622__NZ_ALII01000019_00004	-	-	-	-	-	-	Non-mobilizable	CP033859	0	6176	CP033859	4866	4984	5120	5307	5526	5828	6180	6691	7443	8547	15135
CP033860	1	11600	37.04310345	rep_cluster_1172	000453__KU549174_00001	MOBP	NZ_ALIG01000010_00048	-	-	-	-	Mobilizable	CP033860	0	5345	CP033860	986	1027	1078	1137	1204	1274	1346	1451	1568	1715	2600
CP033863	1	23171	44.79306029	-	-	-	-	-	-	-	-	Non-mobilizable	CP033863	0	7170	CP033863	2340	2442	2556	2693	2856	3071	3314	3657	4089	4647	7781
CP033864	1	68135	41.31943935	rep_cluster_718	002191__CP004359_00001	-	-	-	-	-	-	Non-mobilizable	CP033864	0	2507	CP033864	2183	2280	2391	2519	2672	2869	3091	3402	3790	4269	7050
CP033870	1	6667	34.22828859	rep_cluster_1172	000454__KY202458_00008	-	-	-	-	-	-	Non-mobilizable	CP033870	0	6943	CP033870	987	1028	1079	1138	1205	1275	1348	1453	1570	1717	2604
CP033871	1	14807	34.39589383	rep_cluster_1282,rep_cluster_1233	000599__KX426232_00098,000539__KY704308_00001	MOBQ	CP032102_00178	-	-	-	-	Mobilizable	CP033871	0	5924	CP033871	1202	1260	1323	1401	1496	1608	1719	1878	2036	2230	3386
CP033872	1	35502	38.57247479	-	-	MOBP	NZ_AEOY01000096_00007	-	-	-	-	Mobilizable	CP033872	0	5715	CP033872	842	873	918	967	1013	1076	1135	1211	1296	1401	2155
CP033873	1	298222	66.96186063	rep_cluster_2440	CP033873_00034	MOBQ	CP033873_00069	MPF_T	NC_010335_00081	-	-	Conjugative	CP033873	0	5256	CP033873	4323	4441	4577	4764	4983	5285	5637	6148	6900	8004	14592
CP033874	1	45171	65.89847469	-	-	MOBP	CP033874_00019	-	-	-	-	Mobilizable	CP033874	0	8580	CP033874	2895	3005	3132	3298	3492	3756	4059	4502	5137	6052	11546
CP033879	1	31882	41.4904962	IncX4	000222__CP010880_00038	MOBP	NC_013718_00057	MPF_T	NC_021079_00038,NC_013718_00045,NC_013718_00044,NC_013718_00041	-	-	Conjugative	CP033879	0	1147	CP033879	2309	2408	2522	2657	2818	3030	3269	3604	4029	4575	7670
CP033881	1	61890	52.09565358	IncFIA	MK878891_00042	MOBF	NC_017627_00068	MPF_F	NC_017639_00094,NC_019094_00090,NC_010409_00124,NC_022651_00077,08-5333_00200,NC_010719_00096,NC_010719_00097,NC_019094_00068,NC_018966_00040,NC_017639_00100,NC_007675_00027	MOBF	CP019842	Conjugative	CP033881	0	106	CP033881	2637	2744	2862	3015	3191	3435	3714	4107	4639	5376	9737
CP033882	1	96948	47.57086273	IncHI1B	000138__CP021336_00001	-	-	-	-	-	-	Non-mobilizable	CP033882	0	1180	CP033882	1701	1782	1872	1982	2110	2275	2440	2662	2928	3243	5014
CP033883	1	88005	52.72654963	IncK2/Z	KR905388	MOBP	NC_013728_00087	MPF_I	NC_014843_00033,NC_022992_00098,NC_012487_00131,NC_022371_00084,NC_014843_00041,NC_011754_00109,NC_007365_00035,NC_014843_00047,NC_011754_00087	MOBP	CP018984	Conjugative	CP033883	0	725	CP033883	2608	2715	2833	2986	3159	3401	3674	4057	4564	5262	9391
CP033886	1	33127	40.50170556	-	-	MOBQ	NC_006377_00033	-	-	-	-	Mobilizable	CP033886	0	2813	CP033886	1306	1374	1441	1521	1622	1740	1863	2026	2199	2402	3683
CP033887	1	10582	36.4959365	rep_cluster_1244	000552__NC_021528_00011	-	-	-	-	-	-	Non-mobilizable	CP033887	0	4243	CP033887	1582	1657	1741	1840	1958	2105	2253	2457	2689	2969	4599
CP033889	1	53517	38.78393781	rep_cluster_1607	000990__NC_021225	MOBQ,MOBP	NC_015603_00001,NC_015979_00031	-	-	-	-	Mobilizable	CP033889	0	3020	CP033889	5962	6080	6216	6403	6622	6924	7276	7787	8539	9643	16231
CP033890	1	34427	41.65916287	rep_cluster_778	002255__CP003044_00001	MOBQ	NC_015603_00001	MPF_T	NC_011839_00038,NC_011352_00013	-	-	Conjugative	CP033890	0	4332	CP033890	1792	1878	1971	2082	2213	2384	2558	2794	3081	3428	5392
CP033891	1	14538	35.30747008	rep_cluster_707	002175__NC_017468_00016	MOBP	NC_021227_00007	MPF_T	NC_008498_00006	-	-	Conjugative	CP033891	0	2868	CP033891	1256	1319	1384	1464	1561	1675	1793	1953	2117	2314	3509
CP033892	1	10590	36.12842304	rep_cluster_1244	000552__NC_021528_00011	-	-	-	-	-	-	Non-mobilizable	CP033892	0	4243	CP033892	1586	1661	1745	1844	1963	2111	2260	2465	2698	2979	4617
CP033894	1	159042	53.66444084	IncI1	000140__HQ896493_00019	MOBF	NC_015972_00024	MPF_F	NC_015972_00025,NC_015972_00028,NC_015972_00029,NC_015972_00033,NC_015972_00037,NC_015972_00039	-	-	Conjugative	CP033894	0	4399	CP033894	2974	3084	3213	3383	3583	3857	4177	4636	5290	6244	11935
CP033895	1	125113	52.43100237	rep_cluster_998,IncI1	002483__CP018916_00050,000143__NZ_CP003425_00008	MOBF	CP033895_00079	MPF_F	NC_021501_00097,NC_006323_00096,NC_006323_00105,NC_021501_00085,NC_006323_00113,NC_009378_00113	-	-	Conjugative	CP033895	0	4406	CP033895	3605	3723	3859	4046	4265	4567	4919	5430	6182	7286	13874
CP033899	1	3108	53.02445302	-	-	-	-	-	-	-	-	Non-mobilizable	CP033899	0	8581	CP033899	6793	6911	7047	7234	7453	7755	8107	8618	9370	10474	17062
CP033913	1	70071	33.52884931	-	-	MOBB	CP033913_00049	-	-	-	-	Mobilizable	CP033913	0	7168	CP033913	5575	5693	5829	6016	6235	6537	6889	7400	8152	9256	15844
CP033919	1	25644	32.48713149	-	-	-	-	-	-	-	-	Non-mobilizable	CP033919	0	8582	CP033919	6038	6156	6292	6479	6698	7000	7352	7863	8615	9719	16307
CP033927	1	30209	30.22609156	-	-	-	-	-	-	-	-	Non-mobilizable	CP033927	0	8583	CP033927	4277	4395	4531	4718	4937	5239	5591	6102	6854	7958	14546
CP033935	1	108191	32.42598737	-	-	-	-	-	-	-	-	Non-mobilizable	CP033935	0	7169	CP033935	5051	5169	5305	5492	5711	6013	6365	6876	7628	8732	15320
CP033938	1	58511	39.15161252	-	-	-	-	-	-	-	-	Non-mobilizable	CP033938	0	7163	CP033938	2068	2163	2267	2390	2534	2726	2935	3232	3590	4023	6579
CP033939	1	39685	40.75595313	-	-	-	-	-	-	-	-	Non-mobilizable	CP033939	0	7163	CP033939	2068	2163	2267	2390	2534	2726	2935	3232	3590	4023	6578
CP033940	1	40431	38.99730405	-	-	-	-	-	-	-	-	Non-mobilizable	CP033940	0	7167	CP033940	4803	4921	5057	5244	5463	5765	6117	6628	7380	8484	15072
CP033941	1	29004	40.66680458	-	-	-	-	-	-	-	-	Non-mobilizable	CP033941	0	7164	CP033941	6150	6268	6404	6591	6810	7112	7464	7975	8727	9831	16419
CP033942	1	167750	39.1880775	-	-	-	-	-	-	-	-	Non-mobilizable	CP033942	0	7165	CP033942	2121	2217	2323	2447	2593	2786	2998	3299	3662	4112	6800
CP033943	1	91336	38.54011562	-	-	-	-	-	-	-	-	Non-mobilizable	CP033943	0	7161	CP033943	2830	2939	3061	3222	3411	3672	3966	4397	5008	5900	11179
CP033944	1	53286	38.53357355	-	-	-	-	-	-	-	-	Non-mobilizable	CP033944	0	7159	CP033944	6282	6400	6536	6723	6942	7244	7596	8107	8859	9963	16551
CP033945	1	36078	36.80636399	-	-	-	-	-	-	-	-	Non-mobilizable	CP033945	0	7156	CP033945	4781	4899	5035	5222	5441	5743	6095	6606	7358	8462	15050
CP033947	1	142764	52.32271441	IncFIB,rep_cluster_2183,IncFII	000097__NC_025166_00051,CP033468_00001,000130__CP023489	MOBF	NC_021231_00058	MPF_F	NC_021502_00150,NC_023905_00125,NC_019165_00034,NC_021654_00016,NC_019389_00080,NC_022609_00081,NC_014312_00128,NC_021502_00131,NC_019389_00068,NC_023332_00154,NC_014312_00118,NC_014312_00116	-	-	Conjugative	CP033947	0	2305	CP033947	257	263	277	289	305	324	337	361	389	418	599
CP033948	1	70586	53.02609583	IncFIA,IncFIA,IncFII	MK878891_00042,000094__NZ_CP015070_00117,000121__CP024805	-	-	-	-	-	-	Non-mobilizable	CP033948	0	768	CP033948	2654	2761	2879	3033	3210	3455	3736	4136	4679	5436	9945
CP033949	1	7819	51.23417317	ColRNAI_rep_cluster_1987	000020__CP023920	-	-	-	-	-	-	Non-mobilizable	CP033949	0	1531	CP033949	1974	2064	2164	2284	2424	2609	2805	3079	3410	3804	6101
CP033950	1	6141	52.19019704	rep_cluster_1195	000483__CP010949_00006	MOBP	NC_019160_00002	-	-	-	-	Mobilizable	CP033950	0	3774	CP033950	73	74	75	76	78	80	83	86	92	100	131
CP033951	1	4991	45.0010018	ColRNAI_rep_cluster_1987	CP024554_00008	-	-	-	-	-	-	Non-mobilizable	CP033951	0	1697	CP033951	673	699	736	775	814	866	915	983	1050	1131	1693
CP033952	1	3998	37.26863432	-	-	MOBQ	CP032894_00005	-	-	-	-	Mobilizable	CP033952	0	675	CP033952	1772	1857	1950	2061	2191	2360	2533	2767	3051	3391	5330
CP033955	1	198087	50.10121815	IncFIB,IncHI1B	000107__CP014778_00094,JN420336	-	-	-	-	-	-	Non-mobilizable	CP033955	0	4071	CP033955	3189	3305	3436	3618	3823	4110	4447	4928	5627	6644	12704
CP033956	1	133772	53.32954579	IncFIA,IncU,IncR,IncFII	MH263653_00001,000210__KF623109_00045,000204__CP008701_00115,JN232517	-	-	MPF_F	NC_014312_00116	-	-	Non-mobilizable	CP033956	0	2303	CP033956	2644	2751	2869	3022	3198	3443	3722	4115	4648	5392	9848
CP033959	1	5596	51.14367405	rep_cluster_2370	EU580135_00003	MOBP	NC_009794_00003	-	-	MOBP	NZ_CP008718	Mobilizable	CP033959	0	1754	CP033959	1504	1579	1661	1758	1872	2010	2149	2341	2555	2812	4363
CP033961	1	145683	49.9969111	IncFIB,IncHI1B	000107__CP014778_00094,JN420336	-	-	-	-	-	-	Non-mobilizable	CP033961	0	4071	CP033961	3189	3305	3436	3618	3823	4110	4447	4928	5627	6644	12683
CP033962	1	136159	53.52492307	IncFIA,IncFII	MH263653_00001,JN232517	-	-	MPF_F	NC_019037_00027,NC_017639_00100,NC_007675_00027,NC_013437_00116,NC_017639_00094,NC_010409_00124,NC_022651_00077,NC_014312_00116	-	-	Non-mobilizable	CP033962	0	2302	CP033962	3226	3342	3473	3655	3862	4151	4489	4972	5678	6710	12874
CP033963	1	102879	49.79247465	IncI-gamma/K1	MF344576	MOBP	NC_019097	MPF_I	NC_019097_00056,NC_022267_00057,NC_011419_00085,NC_023290_00086,NC_015965_00072,NC_019097_00075,NC_022267_00069,NZ_CM001473_00069,NC_019097_00085	MOBP	JN253636	Conjugative	CP033963	0	8	CP033963	2699	2806	2924	3078	3257	3506	3792	4205	4770	5581	10471
CP033968	1	312343	59.58641622	rep_cluster_332	001646__NC_006466	MOBP	NC_007974_00287	MPF_F	NC_006466_00161,NC_006466_00162,NC_016591_00346,NC_016591_00355	-	-	Conjugative	CP033968	0	5490	CP033968	2919	3029	3156	3322	3517	3781	4086	4533	5170	6095	11674
CP033971	1	333965	62.06039555	-	-	MOBH	NC_006525_00014	MPF_T	NC_006525_00013,NC_006525_00015,NC_006525_00017,NC_006525_00023	-	-	Conjugative	CP033971	0	5487	CP033971	1200	1258	1321	1399	1494	1606	1717	1876	2034	2227	3382
CP034021	1	4153	51.48085721	rep_cluster_1433	000773__NC_022243_00001	MOBP	NC_022243_00008	-	-	-	-	Mobilizable	CP034021	0	2058	CP034021	101	102	104	106	111	114	118	123	132	143	207
CP034023	1	4228	51.5846736	rep_cluster_1433	000773__NC_022243_00001	MOBP	NC_022243_00008	-	-	-	-	Mobilizable	CP034023	0	2058	CP034023	101	102	104	106	111	114	118	123	132	143	201
CP034025	1	4207	51.55692893	rep_cluster_1433	000773__NC_022243_00001	MOBP	NC_022243_00008	-	-	-	-	Mobilizable	CP034025	0	2058	CP034025	101	102	104	106	111	114	118	123	132	143	203
CP034031	1	4207	51.53315902	rep_cluster_1433	000773__NC_022243_00001	MOBP	NC_022243_00008	-	-	-	-	Mobilizable	CP034031	0	2058	CP034031	101	102	104	106	111	114	118	123	132	143	211
CP034033	1	39053	48.66463524	rep_cluster_1410	000752__CP002441_00035	MOBP	NC_014105_00043	MPF_T	NC_014105_00024,NC_014105_00026,NC_014105_00044	-	-	Conjugative	CP034033	0	4750	CP034033	2901	3011	3138	3304	3499	3763	4067	4512	5148	6070	11635
CP034034	1	4207	51.62823865	rep_cluster_1433	000773__NC_022243_00001	MOBP	NC_022243_00008	-	-	-	-	Mobilizable	CP034034	0	2058	CP034034	101	102	104	106	111	114	118	123	132	143	204
CP034040	1	213351	45.02720868	IncFIB,IncR	CP024497_00001,000204__CP008701_00115	MOBH	NC_016980_00239	MPF_F	NC_016980_00240,NC_018107_00101,NC_016980_00110,NC_016980_00109,NC_016980_00099,NC_018107_00235,NC_023911_00309	-	-	Conjugative	CP034040	0	4069	CP034040	2557	2664	2782	2931	3103	3339	3607	3982	4468	5133	9086
CP034041	1	65202	51.44167357	IncL/M	JN626286	MOBP	NC_004464_00056	MPF_I	NC_004464_00105,NC_005246_00057,NC_019063_00094,NC_019344_00078,NC_004464_00066,NC_004464_00068,NC_019154_00069,NC_005246_00069,NC_004464_00073	-	-	Conjugative	CP034041	0	1068	CP034041	1982	2072	2172	2292	2432	2618	2814	3091	3423	3819	6130
CP034042	1	5010	44.01197605	-	-	-	-	-	-	-	-	Non-mobilizable	CP034042	0	326	CP034042	1045	1089	1141	1206	1276	1353	1436	1552	1682	1846	2861
CP034043	1	3511	54.51438337	rep_cluster_2335	EF088686_00008	MOBP,MOBP	NC_019986_00002,NC_001848_00006	-	-	MOBP	CP008720	Mobilizable	CP034043	0	1497	CP034043	633	658	690	724	757	805	851	913	974	1046	1574
CP034046	1	345775	47.77239534	IncHI1B,IncFIB	JN420336,CP024497_00001	MOBH	CP004000_00023	MPF_F	NC_016980_00110,NC_016980_00109,NC_016980_00099,NC_018107_00235,NC_023911_00309,NC_018107_00101	-	-	Conjugative	CP034046	0	4068	CP034046	2557	2664	2782	2931	3103	3339	3607	3982	4466	5129	9079
CP034047	1	113143	48.96016545	IncFIB	000100__NZ_CP016161_00012	-	-	-	-	-	-	Non-mobilizable	CP034047	0	1190	CP034047	2737	2844	2962	3118	3299	3551	3838	4256	4843	5702	10738
CP034048	1	76757	52.06430684	IncFIA,IncFIC	MK878891_00042,AY458016	MOBF	NC_017627_00068	MPF_F	NC_022651_00077,NC_010409_00124,NC_019094_00090,NC_017639_00094,NC_007675_00027,NC_017639_00100,NC_008460_00097,NC_019094_00068,NC_010719_00097,NC_008460_00107,08-5333_00200	MOBP	AP014804	Conjugative	CP034048	0	110	CP034048	2657	2764	2882	3036	3213	3458	3739	4139	4683	5442	9996
CP034049	1	54880	52.53826531	rep_cluster_1	000232__CP012429	-	-	-	-	-	-	Non-mobilizable	CP034049	0	6060	CP034049	2303	2402	2516	2650	2811	3023	3260	3591	4007	4537	7514
CP034050	1	4591	54.95534742	rep_cluster_2358	CP000974_00005	-	-	-	-	-	-	Non-mobilizable	CP034050	0	1531	CP034050	1974	2064	2164	2284	2424	2609	2805	3080	3411	3805	6104
CP034051	1	3181	46.11757309	rep_cluster_2335	KJ541069_00010	-	-	-	-	-	-	Non-mobilizable	CP034051	0	1788	CP034051	904	939	986	1040	1098	1165	1232	1316	1409	1525	2337
CP034052	1	2058	56.5111759	ColpVC	JX133088	-	-	-	-	-	-	Non-mobilizable	CP034052	0	1955	CP034052	521	539	565	589	615	649	682	732	777	832	1236
CP034054	1	299188	47.3782371	IncHI1B,IncFIB	JN420336,CP024497_00001	-	-	MPF_F	NC_016980_00110,NC_016980_00109,NC_016980_00099,NC_018107_00235,NC_023911_00309	-	-	Non-mobilizable	CP034054	0	4068	CP034054	2557	2664	2782	2931	3103	3339	3607	3982	4466	5129	9080
CP034056	1	89709	52.43286627	IncFIA,IncFIC	MK878891_00042,AY458016	MOBF	NC_017627_00068	MPF_F	NC_022651_00077,NC_010409_00124,NC_019094_00090,NC_017639_00094,NC_013437_00116,NC_007675_00027,NC_017639_00100,NC_008460_00097,NC_019094_00068,NC_010719_00097,NC_008460_00107,08-5333_00200	MOBP	AP014804	Conjugative	CP034056	0	110	CP034056	2642	2749	2867	3020	3196	3441	3720	4113	4646	5387	9798
CP034061	1	57818	42.02324536	IncI2	JN983044	MOBP	NC_022520_00030	MPF_T	NC_019039_00065,NC_020270_00063,NC_019039_00052,NC_019039_00051,NC_020270_00058	-	-	Conjugative	CP034061	0	1143	CP034061	2548	2655	2773	2920	3091	3325	3593	3960	4432	5070	8776
CP034062	1	1538	51.62548765	Col(MG828)	NC_008486	-	-	-	-	MOBP,MOB_unknown	NC_018997,CP018359	Mobilizable	CP034062	0	1131	CP034062	1499	1573	1654	1750	1864	2001	2138	2330	2541	2796	4330
CP034063	1	3920	51.42857143	-	-	MOBP,MOBP	NC_022662_00003,NC_017321_00002	-	-	MOBP	CP010136	Mobilizable	CP034063	0	1548	CP034063	630	655	687	721	754	801	847	907	968	1037	1562
CP034064	1	3057	44.48806019	rep_cluster_2406	AP019693_00006	-	-	-	-	MOBP,MOB_unknown	NC_023324,NC_019986	Mobilizable	CP034064	0	1311	CP034064	1496	1570	1651	1746	1858	1995	2131	2322	2530	2779	4298
CP034065	1	2551	45.43316347	-	-	MOBF	CP019897	-	-	MOB_unknown	NC_011407	Mobilizable	CP034065	0	304	CP034065	1367	1438	1513	1598	1704	1828	1954	2125	2313	2542	3891
CP034066	1	109082	46.7024807	IncFIB	000104__CP010386_00052	-	-	-	-	-	-	Non-mobilizable	CP034066	0	1204	CP034066	1680	1760	1849	1957	2083	2247	2409	2627	2889	3198	4953
CP034068	1	8401	55.41007023	rep_cluster_2335	KU302809_00001	-	-	-	-	MOBP	AJ001708	Mobilizable	CP034068	0	1356	CP034068	3208	3324	3455	3637	3842	4130	4467	4950	5653	6679	12784
CP034069	1	5034	48.33134684	-	-	MOBP	NC_020251_00005	-	-	MOBP	MF083142	Mobilizable	CP034069	0	256	CP034069	631	656	688	722	755	803	849	911	972	1043	1570
CP034070	1	2504	45.28753994	-	-	MOBF	CP019897	-	-	MOB_unknown	NC_011407	Mobilizable	CP034070	0	304	CP034070	1367	1438	1513	1598	1704	1828	1954	2125	2313	2542	3892
CP034075	1	42663	41.33792748	IncX1	000216__CP009767_00121	MOBP	NC_019096_00001	MPF_T	NC_017624_00009,NC_010860_00022,NC_019067_00043,NC_019138_00026,NC_023277_00163	MOBP	CP007677	Conjugative	CP034075	0	43	CP034075	1475	1549	1628	1722	1833	1968	2102	2288	2488	2730	4215
CP034079	1	62150	56.31053902	rep_cluster_283	001570__NC_002759_00001	MOBP	NC_005205_00082	MPF_T	NC_007275_00028,NC_019328_00069,NC_007275_00033,NC_005918_00041	MOBQ	HE650697	Conjugative	CP034079	0	3637	CP034079	2444	2549	2665	2809	2978	3207	3462	3817	4269	4860	8276
CP034080	1	54993	55.67799538	rep_cluster_283	001575__FR820586_00001	MOBQ,MOBP	CP034080_00006,NC_007275_00050	MPF_T	NC_007275_00028,NC_019328_00069,NC_007275_00033,NC_005918_00041	MOBP	KY751925	Conjugative	CP034080	0	3637	CP034080	2444	2549	2665	2809	2978	3207	3462	3816	4268	4859	8275
CP034081	1	39003	51.69345948	-	-	MOBC	CP034081_00014	-	-	-	-	Mobilizable	CP034081	0	8584	CP034081	3763	3881	4017	4204	4423	4725	5077	5588	6340	7444	14032
CP034084	1	144158	52.34742435	IncA	000090__FJ705807_00003	MOBH	NC_012885_00072	MPF_F	NC_009140_00071,NC_012885_00082,NC_012885_00083,NC_012885_00084,NC_012885_00088,NC_012885_00091,NC_012885_00093,NC_012885_00167	-	-	Conjugative	CP034084	0	923	CP034084	3137	3251	3381	3560	3763	4049	4384	4860	5547	6549	12487
CP034085	1	113569	50.85894919	rep_cluster_1418,rep_cluster_2183,IncFII	000759__NC_013950_00034,CP033468_00001,000129__CP018340	MOBF	NC_021231_00058	MPF_F	NC_021502_00150,NC_019155_00032,NC_019165_00034,NC_021654_00016,NC_019389_00080,NC_022609_00081,NC_014312_00128,NC_021502_00131,NC_019389_00068,NC_023332_00154,NC_014312_00118,NC_014312_00116	-	-	Conjugative	CP034085	0	2343	CP034085	2535	2641	2758	2905	3076	3308	3572	3937	4406	5031	8682
CP034087	1	347969	60.40250712	-	-	MOBP	CP034087_00041	-	-	-	-	Mobilizable	CP034087	0	7153	CP034087	3596	3714	3850	4037	4256	4558	4910	5421	6173	7277	13865
CP034088	1	218994	60.14913651	-	-	MOBP	CP034088_00057	-	-	-	-	Mobilizable	CP034088	0	7154	CP034088	4042	4160	4296	4483	4702	5004	5356	5867	6619	7723	14311
CP034093	1	110713	40.72692457	rep_cluster_718	002191__CP004359_00001	-	-	-	-	-	-	Non-mobilizable	CP034093	0	2507	CP034093	2183	2280	2391	2519	2672	2869	3091	3402	3789	4268	7048
CP034094	1	27452	33.19976687	-	-	MOBQ	NZ_AEOZ01000236_00020	-	-	-	-	Mobilizable	CP034094	0	6831	CP034094	5759	5877	6013	6200	6419	6721	7073	7584	8336	9440	16028
CP034095	1	8420	32.82660333	rep_cluster_1906	001341__NC_013277_00009	-	-	-	-	-	-	Non-mobilizable	CP034095	0	1867	CP034095	829	860	905	952	998	1061	1119	1192	1275	1376	2113
CP034096	1	3610	41.49584488	-	-	-	-	-	-	-	-	Non-mobilizable	CP034096	0	7152	CP034096	802	832	875	920	966	1027	1084	1157	1234	1330	2035
