GenomeID	num_contigs	total_length	gc	rep_type(s)	rep_type_accession(s)	relaxase_type(s)	relaxase_type_accession(s)	mpf_type	mpf_type_accession(s)	orit_type(s)	orit_accession(s)	PredictedMobility	mash_nearest_neighbor	mash_neighbor_distance	mash_neighbor_cluster	GenomeID	clust_0.1	clust_0.09	clust_0.08	clust_0.07	clust_0.06	clust_0.05	clust_0.04	clust_0.03	clust_0.02	clust_0.01	clust_0
CP035514	1	187343	65.33470693	-	-	-	-	-	-	-	-	Non-mobilizable	CP035514	0	7038	CP035514	2768	3125	3498	3970	4546	5245	6071	6984	8219	9996	16336
CP035515	1	183422	61.6098396	-	-	-	-	MPF_T	NC_023148_00034,NC_008042_00056,NC_004574_00087,NC_009955_00053,NC_009955_00049	-	-	Non-mobilizable	CP035515	0	6689	CP035515	2499	2855	3226	3695	4270	4968	5792	6705	7938	9712	16044
CP035518	1	69473	50.6383775	IncFIA	000136__AP014877_00014	MOBF	NC_017627_00068	MPF_F	NC_019094_00068,NC_019037_00027,NC_017639_00100,NC_007675_00027,NC_013437_00116,NC_017639_00094,NC_019094_00090,NC_010409_00124,NC_022651_00077,08-5333_00200,NC_010719_00096,NC_010719_00097	MOBF	CP017721	Conjugative	CP035518	0	106	CP035518	2264	2518	2787	3127	3568	4168	4898	5723	6834	8523	14597
CP035536	1	185957	50.9564039	IncFIB,IncFII,rep_cluster_2183	000107__CP014778_00094,000132__HG969996,CP033468_00001	MOBF	NC_021231_00058	MPF_F	NC_014312_00116,NC_022609_00068,NC_023332_00154,NC_019389_00068,NC_021502_00131,NC_014312_00128,NC_022609_00081,NC_019389_00080,NC_021654_00016,NC_019165_00034,NC_014312_00141,NC_021502_00150	-	-	Conjugative	CP035536	0	821	CP035536	2264	2518	2787	3127	3568	4168	4898	5723	6834	8454	14321
CP035537	1	108500	55.32718894	IncFIB,IncFII,rep_cluster_2272	CP019182_00137,000122__JQ418538,CP042519_00001	MOBF	NC_021501_00073	MPF_F	NC_006323_00113,NC_021501_00083,NC_021501_00084,NC_021501_00085,NC_006323_00105,NC_009378_00101,NC_006323_00097,NC_006323_00096,NC_021501_00097,NC_021501_00074	-	-	Conjugative	CP035537	0	1030	CP035537	2264	2518	2787	3127	3568	4168	4898	5679	6564	7674	11852
CP035538	1	48698	53.425192	IncR,IncFIA	000204__CP008701_00115,CP032169_00114	-	-	-	-	-	-	Non-mobilizable	CP035538	0	879	CP035538	2264	2518	2787	3127	3568	4168	4898	5723	6783	8134	13184
CP035539	1	3359	51.74158976	-	-	MOBQ	NC_021523_00003	-	-	-	-	Mobilizable	CP035539	0	399	CP035539	2264	2518	2787	3127	3568	4037	4491	4984	5540	6203	8558
CP035546	1	94581	47.89439739	IncFIB,IncFIA,IncFIC,IncFIA	000095__NZ_CP014273_00094,000094__NZ_CP015070_00117,AY458016,000136__AP014877_00014	-	-	-	-	-	-	Non-mobilizable	CP035546	0	3790	CP035546	2264	2518	2787	3127	3568	4168	4875	5565	6358	7331	11144
CP035557	1	65315	40.97374263	-	-	MOBQ	NC_006377_00033	MPF_T	NC_011352_00013,NC_011839_00038	-	-	Conjugative	CP035557	0	4346	CP035557	2264	2518	2787	3127	3496	3807	4131	4498	4934	5487	7449
CP035558	1	53411	38.677426	rep_cluster_1465,rep_cluster_1328	000804__CP002223,000645__CP005943_00041	MOBQ	NC_020821_00023	-	-	-	-	Mobilizable	CP035558	0	3013	CP035558	2264	2518	2787	3127	3533	3928	4338	4795	5307	5902	7986
CP035559	1	31776	38.38116818	-	-	-	-	-	-	-	-	Non-mobilizable	CP035559	0	4102	CP035559	2264	2518	2787	3127	3533	3928	4336	4789	5300	5895	7979
CP035560	1	18081	41.91692937	rep_cluster_707	002181__CP016800	MOBP	CP035560_00020	-	-	-	-	Mobilizable	CP035560	0	3106	CP035560	2264	2518	2787	3127	3517	3860	4210	4598	5057	5631	7643
CP035561	1	49620	38.51672713	rep_cluster_707	CP002654	MOBQ	NC_011352_00007	-	-	-	-	Mobilizable	CP035561	0	3942	CP035561	2264	2518	2787	3115	3405	3681	3975	4300	4692	5201	6963
CP035562	1	12139	50.44072823	-	-	-	-	-	-	-	-	Non-mobilizable	CP035562	0	5615	CP035562	2264	2518	2787	3127	3517	3860	4210	4598	5060	5634	7646
CP035564	1	67627	44.22346104	rep_cluster_816	002299__NC_021722_00001	MOBP	NZ_AVAB01000111_00008	-	-	-	-	Mobilizable	CP035564	0	2701	CP035564	2264	2518	2787	3069	3344	3601	3878	4193	4568	5049	6746
CP035565	1	38400	51.05208333	-	-	-	-	-	-	-	-	Non-mobilizable	CP035565	0	2693	CP035565	2264	2518	2724	2935	3160	3369	3593	3863	4203	4632	6144
CP035567	1	73692	40.6855561	rep_cluster_167,rep_cluster_707	001071__CP006040_00008,002181__CP016800	MOBQ	NC_006377_00033	-	-	-	-	Mobilizable	CP035567	0	3002	CP035567	2264	2518	2787	3127	3498	3809	4133	4500	4936	5489	7452
CP035568	1	77412	39.3621144	rep_cluster_1006,rep_cluster_731	000239__CP006248_00036,002182__CP018327	MOBQ,MOBQ,MOBQ	CP006036_00001,NC_011352_00007,NC_015603_00001	-	-	-	-	Mobilizable	CP035568	0	3013	CP035568	2264	2518	2787	3127	3533	3928	4338	4796	5309	5904	7988
CP035569	1	52824	39.14129941	-	-	MOBQ,MOBP	CP017358_00012,NC_015979_00031	MPF_T	NC_011352_00013,NC_018699_00034	-	-	Conjugative	CP035569	0	4327	CP035569	2264	2518	2787	3127	3533	3910	4301	4738	5245	5838	7912
CP035570	1	5235	42.80802292	-	-	-	-	-	-	-	-	Non-mobilizable	CP035570	0	3481	CP035570	2432	2788	3159	3628	4203	4901	5725	6638	7871	9645	15977
CP035572	1	67997	38.89583364	rep_cluster_707,rep_cluster_1006	002181__CP016800,000239__CP006248_00036	-	-	-	-	-	-	Non-mobilizable	CP035572	0	4103	CP035572	2264	2518	2787	3127	3533	3928	4336	4787	5298	5893	7977
CP035573	1	16468	35.69346612	rep_cluster_1229	000525__CP006247_00002	-	-	-	-	-	-	Non-mobilizable	CP035573	0	2286	CP035573	2264	2518	2787	3127	3532	3893	4259	4666	5153	5739	7789
CP035574	1	79727	38.94790974	rep_cluster_167	001071__CP006040_00008	MOBQ	CP035574_00081	MPF_T	NC_018699_00034,NC_011352_00013	-	-	Conjugative	CP035574	0	4328	CP035574	2264	2518	2787	3127	3533	3934	4354	4818	5338	5936	8032
CP035575	1	29629	39.42758784	rep_cluster_707	CP002654	MOBQ	CP032645_00020	-	-	-	-	Mobilizable	CP035575	0	3014	CP035575	2264	2518	2787	3091	3370	3637	3923	4244	4627	5123	6855
CP035634	1	289962	46.66783923	IncHI2A,rep_cluster_1088	BX664015,000340__KU353730	MOBH	NC_012555_00231	MPF_F	NC_005211_00005,NC_009838_00006,NC_005211_00012,NC_021845_00017,NC_005211_00030,NC_005211_00200,NC_005211_00207	MOBH	NC_017484	Conjugative	CP035634	0	922	CP035634	2264	2518	2787	3127	3568	4168	4898	5723	6754	8003	12726
CP035635	1	116221	52.02071915	rep_cluster_1444	000786__KP987215_00001	MOBP	CP010383_00040	-	-	MOB_unknown	NC_017627	Mobilizable	CP035635	0	5834	CP035635	2264	2518	2787	3056	3326	3576	3847	4161	4532	5009	6699
CP035636	1	103522	52.00343888	IncFIB,IncFII,IncFII	CP039454_00078,CP019890_00139,CP001919	-	-	-	-	-	-	Non-mobilizable	CP035636	0	836	CP035636	2264	2518	2787	3127	3568	4168	4869	5556	6340	7313	11085
CP035637	1	86605	53.70013279	IncFIB,rep_cluster_2183,IncFII	000097__NC_025166_00051,CP017721_00179,000127__CP009275	MOBF	CP035637_00043	MPF_F	NC_019165_00034,NC_022609_00081,NC_014312_00128,NC_014312_00118,NC_014312_00116	-	-	Conjugative	CP035637	0	2300	CP035637	2264	2518	2787	3191	3766	4464	5288	6201	7434	9208	15540
CP035638	1	63601	46.90492288	IncP	000161__KX377410_00057	MOBP	NC_023907_00081	MPF_T	NC_023907_00079,NC_023907_00045,NC_023907_00043	-	-	Conjugative	CP035638	0	1233	CP035638	2264	2518	2787	3127	3568	4090	4622	5207	5877	6681	9623
CP035644	1	37314	35.14230584	rep_cluster_889,rep_cluster_1093	002366__KY595966_00031,000346__KY595969_00008	-	-	-	-	-	-	Non-mobilizable	CP035644	0	3137	CP035644	2264	2518	2787	3127	3568	4075	4592	5158	5799	6562	9403
CP035645	1	6303	36.09392353	rep_cluster_1197	000484__AB570326_00006	MOBP	CP003585_00012	-	-	-	-	Mobilizable	CP035645	0	2776	CP035645	2264	2518	2787	3127	3455	3746	4055	4400	4808	5345	7249
CP035646	1	4316	36.93234476	-	-	MOBV	EU327398_00002	-	-	-	-	Mobilizable	CP035646	0	622	CP035646	2264	2518	2787	3127	3491	3799	4119	4485	4912	5462	7414
CP035647	1	3030	34.58745875	rep_cluster_1763	001182__KY595965_00001	-	-	-	-	-	-	Non-mobilizable	CP035647	0	544	CP035647	2264	2518	2764	2993	3235	3462	3703	3991	4343	4788	6345
CP035649	1	257028	35.70505937	rep_cluster_893	002374__CP004064_00076	MOBP	NC_021995_00038	MPF_T	NC_020208_00096	-	-	Conjugative	CP035649	0	4001	CP035649	2264	2518	2787	3127	3568	4075	4592	5165	5821	6610	9507
CP035650	1	37293	35.14868742	rep_cluster_889,rep_cluster_1093	002366__KY595966_00031,000346__KY595969_00008	-	-	-	-	-	-	Non-mobilizable	CP035650	0	3137	CP035650	2264	2518	2787	3127	3568	4075	4592	5158	5799	6562	9404
CP035652	1	4316	36.93234476	-	-	MOBV	NC_017023_00004	-	-	-	-	Mobilizable	CP035652	0	622	CP035652	2264	2518	2787	3127	3491	3799	4119	4485	4912	5462	7417
CP035653	1	3008	34.64095745	rep_cluster_1763	001182__KY595965_00001	-	-	-	-	-	-	Non-mobilizable	CP035653	0	544	CP035653	2264	2518	2764	2993	3235	3462	3703	3991	4343	4788	6348
CP035656	1	81204	33.53529383	-	-	-	-	-	-	-	-	Non-mobilizable	CP035656	0	5919	CP035656	2264	2518	2787	3127	3568	4075	4591	5151	5775	6523	9348
CP035657	1	6303	36.09392353	-	-	MOBP	CP003585_00012	-	-	-	-	Mobilizable	CP035657	0	2776	CP035657	2264	2518	2787	3127	3455	3746	4055	4400	4808	5345	7250
CP035658	1	4316	36.93234476	-	-	MOBV	NC_017023_00004	-	-	-	-	Mobilizable	CP035658	0	622	CP035658	2264	2518	2787	3127	3491	3799	4119	4485	4912	5462	7415
CP035659	1	3008	34.64095745	-	-	-	-	-	-	-	-	Non-mobilizable	CP035659	0	544	CP035659	2264	2518	2764	2993	3235	3462	3703	3991	4343	4788	6347
CP035661	1	295052	35.66523867	rep_cluster_893,rep_cluster_1093,rep_cluster_889	002374__CP004064_00076,000346__KY595969_00008,002366__KY595966_00031	MOBP	NC_021995_00038	MPF_T	NC_020208_00096	-	-	Conjugative	CP035661	0	4001	CP035661	2264	2518	2787	3127	3568	4075	4592	5165	5821	6610	9509
CP035664	1	4316	36.93234476	-	-	MOBV	NC_017023_00004	-	-	-	-	Mobilizable	CP035664	0	622	CP035664	2264	2518	2787	3127	3491	3799	4119	4485	4912	5462	7416
CP035665	1	3008	34.64095745	rep_cluster_1763	001182__KY595965_00001	-	-	-	-	-	-	Non-mobilizable	CP035665	0	544	CP035665	2264	2518	2764	2993	3235	3462	3703	3991	4343	4788	6346
CP035669	1	117448	47.34095089	IncC	000091__NZ_CP006665	MOBH	CP006665_00085	MPF_F	NC_012885_00167,NC_009349_00177,NC_012885_00088,NC_023291_00077	-	-	Conjugative	CP035669	0	711	CP035669	2264	2518	2763	2992	3234	3461	3702	3990	4342	4787	6341
CP035673	1	16033	35.0527038	rep_cluster_1226	000523__LT594096_00001	MOBQ,MOBQ	CP033542_00018,NC_006877_00013	-	-	-	-	Mobilizable	CP035673	0	5574	CP035673	2264	2518	2787	3127	3568	4105	4658	5246	5931	6740	9735
CP035674	1	14067	34.20061136	rep_cluster_1226	000523__LT594096_00001	MOBQ	NC_006877_00013	-	-	-	-	Mobilizable	CP035674	0	5574	CP035674	2264	2518	2787	3127	3568	4105	4658	5246	5931	6740	9734
CP035675	1	11089	34.8002525	rep_cluster_1226	000523__LT594096_00001	MOBQ	NC_006877_00013	-	-	-	-	Mobilizable	CP035675	0	5574	CP035675	2264	2518	2787	3127	3568	4105	4658	5246	5931	6740	9736
CP035703	1	17196	56.67015585	-	-	-	-	-	-	-	-	Non-mobilizable	CP035703	0	8604	CP035703	4053	4410	4783	5255	5831	6530	7356	8269	9504	11281	17621
CP035705	1	92496	46.01712506	IncFIB,IncFIC,IncFIA	000095__NZ_CP014273_00094,AY458016,000136__AP014877_00014	-	-	-	-	-	-	Non-mobilizable	CP035705	0	3790	CP035705	2264	2518	2787	3127	3568	4168	4875	5565	6358	7331	11160
CP035707	1	59773	67.75299885	-	-	-	-	-	-	-	-	Non-mobilizable	CP035707	0	7036	CP035707	3167	3524	3897	4369	4945	5644	6470	7383	8618	10395	16735
CP035709	1	84154	63.79375906	-	-	MOBP	CP035709_00074	-	-	-	-	Mobilizable	CP035709	0	5420	CP035709	2966	3323	3696	4168	4744	5443	6269	7182	8417	10194	16534
CP035710	1	303297	70.47580424	-	-	-	-	-	-	-	-	Non-mobilizable	CP035710	0	7033	CP035710	3165	3522	3895	4367	4943	5642	6468	7381	8616	10393	16733
CP035721	1	109023	51.71936197	IncI1/B/O	EU418926	MOBP	NC_019097	MPF_I	NC_019097_00085,NZ_CM001473_00069,NC_022267_00069,NC_019097_00075,NC_015965_00072,NC_023290_00086,NC_019111_00038,NC_022267_00057,NC_019097_00056	MOBP	NC_002145	Conjugative	CP035721	0	8	CP035721	2264	2518	2787	3127	3568	4168	4898	5723	6800	8206	13431
CP035722	1	69541	50.7197193	IncFIA,IncFIC	CP022610_00144,CP014493_00001	MOBF	NC_017627_00068	MPF_F	08-5333_00200,NC_010719_00096,NC_010719_00097,NC_019094_00068,NC_019037_00027,NC_017639_00100,NC_007675_00027,NC_013437_00116,NC_017639_00094,NC_019094_00090,NC_010409_00124,NC_022651_00077	MOBF	CP017721	Conjugative	CP035722	0	106	CP035722	2264	2518	2787	3127	3568	4168	4898	5723	6834	8522	14596
CP035747	1	32261	34.9648182	-	-	-	-	-	-	-	-	Non-mobilizable	CP035747	0	4249	CP035747	2264	2518	2787	3127	3532	3903	4278	4694	5188	5776	7841
CP035748	1	22849	37.218259	rep_cluster_589	002006__CP014614_00004	MOBV	NC_010469_00004	-	-	-	-	Mobilizable	CP035748	0	4266	CP035748	2264	2518	2787	3127	3532	3902	4272	4683	5170	5756	7812
CP035749	1	28743	33.44466479	rep_cluster_2484	CP003855	MOBQ	NZ_AVAB01000112_00007	-	-	-	-	Mobilizable	CP035749	0	4749	CP035749	2264	2518	2787	3127	3492	3800	4122	4489	4925	5478	7440
CP035750	1	22435	37.21417428	rep_cluster_589	002006__CP014614_00004	MOBV	NC_016821_00017	-	-	-	-	Mobilizable	CP035750	0	4266	CP035750	2264	2518	2787	3127	3532	3902	4272	4683	5170	5756	7813
CP035752	1	66171	52.44291306	IncFIA	CP022610_00144	MOBF	NC_017627_00068	MPF_F	NC_022651_00077,NC_010409_00124,NC_019094_00090,NC_017639_00094,NC_013437_00116,NC_007675_00027,NC_017639_00100,NC_018966_00040,NC_010488_00021,NC_014615_00033,NC_008460_00107,08-5333_00200	MOBF	FN868248	Conjugative	CP035752	0	86	CP035752	2264	2518	2787	3127	3568	4168	4898	5723	6772	8069	13033
CP035753	1	65378	47.79436508	IncFIB,IncFIA	000095__NZ_CP014273_00094,000136__AP014877_00014	-	-	-	-	-	-	Non-mobilizable	CP035753	0	2362	CP035753	2264	2518	2787	3127	3568	4196	5020	5933	7166	8940	15272
CP035754	1	33827	41.5999054	IncX4	000222__CP010880_00038	MOBP	NC_013718_00057	MPF_T	NC_021079_00038,NC_013718_00045,NC_013718_00044,NC_013718_00041	-	-	Conjugative	CP035754	0	1147	CP035754	2264	2518	2787	3127	3568	4168	4816	5483	6241	7141	10546
CP035756	1	5681	46.22425629	rep_cluster_2350	CP041342_00001	MOBF	CP019897	-	-	MOB_unknown	KU932034	Mobilizable	CP035756	0	297	CP035756	2264	2518	2787	3127	3568	4168	4898	5723	6693	7887	12472
CP035774	1	27056	50.07761679	IncX1	000215__KC853434_00019	-	-	-	-	-	-	Non-mobilizable	CP035774	0	709	CP035774	2264	2518	2787	3127	3568	4168	4966	5879	7112	8886	15218
CP035775	1	42640	41.56660413	IncX4	000222__CP010880_00038	MOBP	NC_013718_00057	MPF_T	NC_013718_00041,NC_013718_00044,NC_013718_00045,NC_019128_00037	-	-	Conjugative	CP035775	0	1147	CP035775	2264	2518	2787	3127	3568	4168	4816	5483	6241	7151	10654
CP035776	1	270566	51.94924713	IncFIB,IncQ1,rep_cluster_2183,IncFII	000107__CP014778_00094,000195__NC_013728_00014,CP017721_00179,000128__CP023916	MOBF	NC_021231_00058	MPF_F	NC_019389_00068,NC_023332_00154,NC_014312_00118,NC_014312_00116,NC_021502_00150,NC_019155_00032,NC_019165_00034,NC_021654_00016,NC_011281_00082,NC_022609_00081,NC_014312_00128	-	-	Conjugative	CP035776	0	2335	CP035776	2264	2518	2787	3127	3568	4168	4898	5687	6587	7710	11946
CP035786	1	57902	18.41214466	rep_cluster_256	001535__NC_004565_00076	-	-	-	-	-	-	Non-mobilizable	CP035786	0	2569	CP035786	650	684	692	720	742	768	803	842	867	921	1183
CP035788	1	57901	18.419371	rep_cluster_256	001535__NC_004565_00076	-	-	-	-	-	-	Non-mobilizable	CP035788	0	2569	CP035788	650	684	692	720	742	768	803	842	867	921	1184
CP035792	1	27267	27.17203946	rep_cluster_1215,rep_cluster_1017	HF937104,000261__GQ900456	-	-	-	-	MOBV	CP002151	Mobilizable	CP035792	0	2595	CP035792	2264	2518	2787	3127	3568	4063	4545	5061	5636	6329	8892
CP035808	1	32844	29.79539642	-	-	-	-	-	-	-	-	Non-mobilizable	CP035808	0	8605	CP035808	4054	4411	4784	5256	5832	6531	7357	8270	9505	11282	17622
CP035906	1	216620	49.4395716	IncFIB	000107__CP014778_00094	-	-	-	-	-	-	Non-mobilizable	CP035906	0	4071	CP035906	2264	2518	2787	3127	3568	4168	4898	5675	6546	7617	11712
CP035907	1	164210	52.56379027	rep_cluster_2183,IncFIB,IncFII	CP017721_00179,000097__NC_025166_00051,000128__CP023916	MOBF	NC_021231_00058	MPF_F	NC_014312_00116,NC_014312_00118,NC_023332_00154,NC_019389_00068,NC_021502_00131,NC_014312_00128,NC_022609_00081,NC_019389_00080,NC_021654_00016,NC_019165_00034,NC_014312_00141,NC_021502_00150	-	-	Conjugative	CP035907	0	2305	CP035907	2264	2518	2787	3127	3568	4168	4898	5723	6834	8448	14306
CP035908	1	163186	51.46274803	IncC	000092__CP025470	MOBH	NC_012885_00072	MPF_F	NC_009140_00071,NC_014170_00023,NC_012885_00083,NC_016974_00085,NC_012885_00088,NC_012885_00091,NC_023291_00077,NC_012885_00167	MOBH	AB040037	Conjugative	CP035908	0	930	CP035908	2264	2518	2787	3127	3568	4168	4898	5723	6804	8286	13735
CP035909	1	108969	49.28098817	IncFIB	000100__NZ_CP016161_00012	-	-	-	-	-	-	Non-mobilizable	CP035909	0	1190	CP035909	2264	2518	2787	3127	3568	4168	4860	5541	6319	7276	11024
CP035910	1	38920	45.20554985	IncX3	000221__NC_025130_00012	MOBP	NC_020552_00059	MPF_T	NC_017624_00009,NC_019083_00030,NC_019157_00030,NC_019157_00029,NC_023277_00163	-	-	Conjugative	CP035910	0	1087	CP035910	2264	2518	2787	3127	3568	4168	4898	5723	6684	7854	12320
CP035911	1	9729	53.20176791	ColRNAI_rep_cluster_1857	000003__NC_002119_00001	MOBC	NC_009793_00003	-	-	-	-	Mobilizable	CP035911	0	1374	CP035911	2264	2518	2787	3127	3568	4159	4770	5416	6156	7034	10350
CP035912	1	4166	55.18482957	ColRNAI_rep_cluster_1987	CP041116_00002	MOBP	LT985292_00003	-	-	MOBP	CP018941	Mobilizable	CP035912	0	1776	CP035912	2264	2518	2787	3127	3568	4168	4797	5450	6198	7083	10451
CP035916	1	287007	46.63649319	IncHI2A,rep_cluster_1088	BX664015,000340__KU353730	MOBH	NC_012555_00231	MPF_F	NC_005211_00005,NC_009838_00006,NC_005211_00012,NC_021845_00017,NC_005211_00030,NC_005211_00200,NC_005211_00207	MOBH	NC_004966	Conjugative	CP035916	0	920	CP035916	2264	2518	2787	3127	3568	4168	4898	5723	6754	8016	12905
CP035918	1	247705	46.34504754	IncHI2A,rep_cluster_1088	BX664015,000340__KU353730	MOBH	NC_012555_00231	MPF_F	NC_005211_00005,NC_009838_00006,NC_005211_00012,NC_021845_00017,NC_005211_00030,NC_005211_00200	MOBH	NC_004966	Conjugative	CP035918	0	920	CP035918	2264	2518	2787	3127	3568	4168	4898	5723	6754	8016	12873
CP035932	1	38962	35.80411683	-	-	-	-	-	-	-	-	Non-mobilizable	CP035932	0	5821	CP035932	2264	2518	2787	3127	3568	4019	4466	4950	5489	6113	8362
CP035933	1	11195	34.77445288	rep_cluster_1226	000523__LT594096_00001	MOBQ	NC_006877_00013	-	-	-	-	Mobilizable	CP035933	0	5574	CP035933	2264	2518	2787	3127	3568	4105	4658	5246	5931	6740	9731
CP035935	1	48560	40.75576606	-	-	MOBQ	NC_020818_00001	MPF_T	NC_019268_00026,NC_019268_00030,NC_019268_00036,NC_019268_00037,NC_019268_00038	MOBQ	NC_019342	Conjugative	CP035935	0	2405	CP035935	2264	2518	2787	3127	3568	4157	4765	5411	6150	7025	10326
CP035936	1	177151	40.07089997	-	-	-	-	-	-	-	-	Non-mobilizable	CP035936	0	7031	CP035936	2861	3218	3591	4063	4639	5338	6164	7077	8312	10089	16429
CP035937	1	18761	40.81338948	rep_cluster_1154	000434__KX426231_00005	MOBQ,MOBP	NZ_AFDA02000011_00004,NZ_AEOY01000096_00007	-	-	-	-	Mobilizable	CP035937	0	6947	CP035937	2264	2518	2787	3127	3568	4141	4721	5347	6070	6935	10192
CP035938	1	12247	33.33061158	-	-	-	-	-	-	-	-	Non-mobilizable	CP035938	0	8606	CP035938	3649	4006	4379	4851	5427	6126	6952	7865	9100	10877	17217
CP035939	1	9699	36.91102175	rep_cluster_2314	CP033538_00006	-	-	-	-	-	-	Non-mobilizable	CP035939	0	6949	CP035939	2264	2518	2787	3127	3624	4322	5146	6059	7292	9066	15398
CP035940	1	8138	35.03317768	rep_cluster_1357	000676__CU468233_00017	MOBQ	CP032119_00001	-	-	-	-	Mobilizable	CP035940	0	7028	CP035940	2264	2518	2787	3127	3568	4160	4771	5418	6158	7036	10354
CP035941	1	4692	35.27280477	-	-	MOBV	CP035941_00005	-	-	-	-	Mobilizable	CP035941	0	2065	CP035941	1567	1669	1748	1845	1962	2062	2175	2325	2515	2743	3568
CP035942	1	2123	37.44700895	-	-	-	-	-	-	-	-	Non-mobilizable	CP035942	0	6346	CP035942	2616	2973	3346	3818	4394	5093	5919	6832	8067	9844	16184
CP035943	1	1791	40.08933557	-	-	-	-	-	-	-	-	Non-mobilizable	CP035943	0	6332	CP035943	657	692	700	728	750	776	811	850	875	931	1194
CP035950	1	3833	25.69788677	rep_cluster_594	002021__JX668988	-	-	-	-	-	-	Non-mobilizable	CP035950	0	3500	CP035950	558	581	589	612	631	652	680	704	720	756	976
CP036152	1	172811	35.29983624	rep_cluster_893	002374__CP004064_00076	MOBP	NC_021995_00038	MPF_T	NC_020208_00096	-	-	Conjugative	CP036152	0	4000	CP036152	2264	2518	2787	3127	3568	4075	4592	5165	5820	6601	9483
CP036153	1	103806	33.41714352	-	-	-	-	-	-	-	-	Non-mobilizable	CP036153	0	5919	CP036153	2264	2518	2787	3127	3568	4075	4591	5151	5775	6524	9352
CP036154	1	61681	32.98422529	rep_cluster_153	000892__AB611033_00005	MOBP	NC_016967_00053	MPF_unknown	KX853854,NC_007594_00029	-	-	Conjugative	CP036154	0	4224	CP036154	2264	2518	2787	3127	3445	3731	4037	4377	4781	5317	7216
CP036155	1	41792	34.81766845	rep_cluster_185	001274__DQ198088_00024	-	-	-	-	-	-	Non-mobilizable	CP036155	0	4010	CP036155	2264	2518	2787	3127	3568	4075	4592	5169	5832	6630	9545
CP036156	1	41388	35.40398183	rep_cluster_889,rep_cluster_1763	002366__KY595966_00031,001182__KY595965_00001	-	-	-	-	-	-	Non-mobilizable	CP036156	0	3137	CP036156	2264	2518	2787	3127	3568	4075	4592	5158	5799	6562	9417
CP036158	1	6173	35.52567633	rep_cluster_1197	000484__AB570326_00006	MOBP	CP003585_00012	-	-	-	-	Mobilizable	CP036158	0	2777	CP036158	2264	2518	2787	3127	3568	4075	4584	5138	5749	6491	9292
CP036159	1	5954	33.30534095	rep_cluster_1093	000345__KY595963_00001	-	-	-	-	-	-	Non-mobilizable	CP036159	0	545	CP036159	2264	2518	2787	3127	3568	4075	4584	5138	5750	6492	9295
CP036160	1	4465	32.04927212	rep_cluster_1291	000609__KY595964_00004	-	-	-	-	-	-	Non-mobilizable	CP036160	0	2781	CP036160	2264	2518	2787	3067	3341	3597	3873	4188	4562	5043	6737
CP036161	1	4304	37.12825279	-	-	MOBV	NC_017023_00004	-	-	-	-	Mobilizable	CP036161	0	622	CP036161	2264	2518	2787	3127	3491	3799	4119	4485	4912	5463	7418
CP036176	1	117221	50.98147943	rep_cluster_2078,IncFII	CP029140_00051,000127__CP009275	-	-	-	-	-	-	Non-mobilizable	CP036176	0	841	CP036176	2264	2518	2787	3127	3605	4303	5127	6040	7273	9047	15379
CP036178	1	238258	46.39382518	IncHI2A,rep_cluster_1088,IncN	BX664015,000340__KU353730,000155__CP018649	MOBH	NC_012555_00231	MPF_F	NC_005211_00005,NC_009838_00006,NC_005211_00012,NC_021845_00017,NC_005211_00030,NC_005211_00200,NC_005211_00207	MOBH	NC_004966	Conjugative	CP036178	0	920	CP036178	2264	2518	2787	3127	3568	4168	4898	5723	6754	8016	12824
CP036180	1	109593	52.69314646	IncFIA,IncN,IncFII	MH263653_00001,000155__CP018649,JN232517	MOBF	NC_017627_00068	MPF_F	NC_022651_00077,NC_010409_00124,NC_019094_00090,NC_017639_00094,NC_013437_00116,NC_007675_00027,NC_017639_00100,NC_019037_00027,NC_019094_00068,NC_014615_00033,NC_008460_00107,08-5333_00200	-	-	Conjugative	CP036180	0	2884	CP036180	2264	2518	2787	3127	3568	4168	4898	5723	6834	8580	14874
CP036181	1	103149	53.67187273	IncI1/B/O	FJ386569	MOBP	CP034821_00094	-	-	-	-	Mobilizable	CP036181	0	699	CP036181	2264	2518	2787	3127	3568	4168	4877	5567	6361	7334	11170
CP036182	1	3684	46.19978284	ColRNAI_rep_cluster_1987	CP024554_00008	-	-	-	-	-	-	Non-mobilizable	CP036182	0	1680	CP036182	2264	2518	2787	3127	3568	4168	4855	5535	6310	7241	10963
CP036183	1	3348	47.81959379	rep_cluster_2324	CP014779_00007	-	-	-	-	-	-	Non-mobilizable	CP036183	0	1418	CP036183	2264	2518	2780	3013	3261	3492	3738	4028	4381	4828	6402
CP036184	1	2573	46.44383988	rep_cluster_2335	EF088686_00008	-	-	-	-	-	-	Non-mobilizable	CP036184	0	1457	CP036184	2264	2518	2866	3335	3910	4608	5432	6345	7578	9352	15684
CP036185	1	2444	48.89525368	-	-	-	-	-	-	-	-	Non-mobilizable	CP036185	0	344	CP036185	2264	2518	2787	3127	3568	4168	4871	5560	6349	7322	11099
